Count_Date,Leg1-2,Leg1-3,Leg1-4,Leg1-5,Leg1-6,Leg2-1,Leg2-3,Leg2-4,Leg2-5,Leg2-6,Leg3-1,Leg3-2,Leg3-4,Leg3-5,Leg3-6,Leg4-1,Leg4-2,Leg4-3,Leg4-5,Leg4-6,Leg5-1,Leg5-2,Leg5-3,Leg5-4,Leg5-6,Leg6-1,Leg6-2,Leg6-3,Leg6-4,Leg6-5,Legs,State,Trips/hour,comparison,description,electorate,latitude,leg1_enter,leg1_exit,leg1_total,leg2_enter,leg2_exit,leg2_total,leg3_enter,leg3_exit,leg3_total,leg4_enter,leg4_exit,leg4_total,leg5_enter,leg5_exit,leg5_total,leg6_enter,leg6_exit,leg6_total,longitude,not known,site_id,year
2021-07-27,9.0,10.0,1.0,,,12.0,0.0,5.0,,,5.0,2.0,2.0,,,11.0,5.0,1.0,,,,,,,,,,,,,4.0,NT,34.4,0.340425532,"Gilruth Ave [N], Smith St [SE], Lambell Tce [SW], Kahlin Ave [NW]",Darwin,-12.452352,20.0,28.0,48.0,17.0,16.0,33.0,9.0,11.0,20.0,17.0,8.0,25.0,,,,,,,130.830522,0,5471.0,2021
2021-08-24,2.0,2.0,8.0,3.0,,0.0,9.0,7.0,0.0,,4.0,8.0,0.0,0.0,,3.0,16.0,0.0,0.0,,4.0,0.0,0.0,0.0,,,,,,,5.0,NT,40.8,0.178571429,"Atkins Dr [N], Gilruth Ave [NE], Gardens Rd [SE], Gilruth Ave [S], Maria Liveris Dr [SW]",Darwin,-12.444327,15.0,11.0,26.0,16.0,26.0,42.0,12.0,11.0,23.0,19.0,15.0,34.0,4.0,3.0,7.0,,,,130.834038,0,5472.0,2021
2021-07-27,3.0,27.0,12.0,,,1.0,1.0,15.0,,,10.0,0.0,22.0,,,2.0,0.0,0.0,,,,,,,,,,,,,4.0,NT,55.0,-0.122641509,"East Point Rd [N], Goyder Rd [E], Gilruth Ave [SW], Goyder Rd [W]",Darwin,-12.438015,42.0,13.0,55.0,17.0,3.0,20.0,32.0,28.0,60.0,2.0,49.0,51.0,,,,,,,130.837831,1,5473.0,2021
2021-07-27,18.0,1.0,,,,0.0,15.0,,,,3.0,53.0,,,,,,,,,,,,,,,,,,,3.0,NT,48.0,0.046511628,"Gregory St [E], East Point Rd [S], East Point Rd [N]",Darwin,-12.432258,19.0,3.0,22.0,15.0,71.0,86.0,56.0,16.0,72.0,,,,,,,,,,130.837681,0,5474.0,2021
2021-07-27,7.0,45.0,,,,11.0,17.0,,,,31.0,24.0,,,,,,,,,,,,,,,,,,,3.0,NT,71.0,0.336633663,"Dick Ward Dr [E], Ross Smith Ave [SE], Ross Smith Ave [W]",Darwin,-12.424494,52.0,42.0,94.0,28.0,31.0,59.0,55.0,62.0,117.0,,,,,,,,,,130.838362,0,5475.0,2021
2021-08-24,7.0,52.0,,,,6.0,3.0,,,,35.0,3.0,,,,,,,,,,,,,,,,,,,3.0,NT,57.0,0.177777778,"Dick Ward Dr [NE], Douglas St [SE], Dick Ward Dr [SW]",Darwin,-12.42052,59.0,41.0,100.0,9.0,10.0,19.0,38.0,55.0,93.0,,,,,,,,,,130.847323,0,5476.0,2021
2021-08-24,1.0,62.0,,,,1.0,3.0,,,,41.0,2.0,,,,,,,,,,,,,,,,,,,3.0,NT,58.6,0.25,"Dick Ward Dr [N], Fitzer Dr [E], Dick Ward Dr [S]",Darwin,-12.410053,63.0,42.0,105.0,4.0,3.0,7.0,43.0,65.0,108.0,,,,,,,,,,130.8505,0,5477.0,2021
2021-07-27,14.0,4.0,,,,17.0,28.0,,,,8.0,28.0,,,,,,,,,,,,,,,,,,,3.0,NT,49.6,0.867924528,"Progress Dr [E], Dick Ward Dr [S], Progress Dr [W]",Darwin,-12.387972,18.0,25.0,43.0,45.0,42.0,87.0,36.0,32.0,68.0,,,,,,,,,,130.852268,0,5478.0,2021
2021-07-27,3.0,29.0,15.0,,,7.0,0.0,2.0,,,33.0,6.0,0.0,,,23.0,4.0,0.0,,,,,,,,,,,,,4.0,NT,67.0,0.140186916,"Casuarina Dr/Shared Path [E], Nightcliff Rd [SE], Casuarina Dr/Shared Path [SW], Foreshore Shared Path [W]",Darwin,-12.376827,47.0,63.0,110.0,9.0,13.0,22.0,39.0,29.0,68.0,27.0,17.0,44.0,,,,,,,130.849571,0,5480.0,2021
2021-08-24,0.0,5.0,3.0,,,5.0,3.0,6.0,,,13.0,0.0,0.0,,,2.0,2.0,0.0,,,,,,,,,,,,,4.0,NT,21.2,-0.204081633,"Rossiter St [NE], Ryland Rd [SE], Rossiter St [SW], Ryland Rd [NW]",Darwin,-12.380754,8.0,20.0,28.0,14.0,2.0,16.0,13.0,8.0,21.0,4.0,9.0,13.0,,,,,,,130.85885,0,5481.0,2021
2021-07-27,3.0,4.0,,,,6.0,18.0,,,,6.0,12.0,,,,,,,,,,,,,,,,,,,3.0,NT,28.2,-0.209677419,"Chapman Rd [NE], Nightcliff Rd [SE], Nightcliff Rd [NW]",Darwin,-12.384294,7.0,12.0,19.0,24.0,15.0,39.0,18.0,22.0,40.0,,,,,,,,,,130.855426,0,5482.0,2021
2021-07-27,17.0,30.0,,,,40.0,33.0,,,,71.0,25.0,,,,,,,,,,,,,,,,,,,3.0,NT,123.0,0.278106509,"Rapid Creek Path Bridge [N], Foreshore Path [SE], Foreshore Path [W]",Darwin,-12.376238,47.0,111.0,158.0,73.0,42.0,115.0,96.0,63.0,159.0,,,,,,,,,,130.860332,0,5483.0,2021
2021-07-27,4.0,13.0,,,,4.0,7.0,,,,15.0,14.0,,,,,,,,,,,,,,,,,,,3.0,NT,32.0,-0.185714286,"Rocklands Dr [N], Trower Rd [E], Trower Rd [W]",Darwin,-12.365103,17.0,19.0,36.0,11.0,18.0,29.0,29.0,20.0,49.0,,,,,,,,,,130.87249,0,5484.0,2021
2021-07-27,0.0,11.0,25.0,,,2.0,3.0,1.0,,,5.0,1.0,23.0,,,1.0,0.0,1.0,,,,,,,,,,,,,4.0,NT,40.6,-0.0875,"Rocklands Dr [E], Roper St [S], Rocklands Dr [W], Florey Ave [N]",Darwin,-12.359174,36.0,8.0,44.0,6.0,1.0,7.0,29.0,15.0,44.0,2.0,49.0,51.0,,,,,,,130.882951,0,5485.0,2021
2021-07-27,5.0,4.0,,,,30.0,7.0,,,,9.0,2.0,,,,,,,,,,,,,,,,,,,3.0,NT,29.6,0.390243902,"Henbury Ave [N], Tambling Tce [E], Henbury Ave [S]",Darwin,-12.365755,9.0,39.0,48.0,37.0,7.0,44.0,11.0,11.0,22.0,,,,,,,,,,130.885704,0,5486.0,2021
2021-07-27,1.0,4.0,,,,3.0,0.0,,,,7.0,1.0,,,,,,,,,,,,,,,,,,,3.0,NT,7.4,-0.428571429,"Trower Rd [E], Rothdale Rd [S], Trower Rd [W]",Darwin,-12.382667,5.0,10.0,15.0,3.0,2.0,5.0,8.0,4.0,12.0,,,,,,,,,,130.876676,0,5487.0,2021
2021-07-27,1.0,8.0,7.0,,,3.0,4.0,8.0,,,5.0,0.0,2.0,,,0.0,3.0,0.0,,,,,,,,,,,,,4.0,NT,18.0,-0.254545455,"Lee Point Rd [NE], Lee Point Rd [SE], Parer Dr [SW], Parer Dr [NW]",Darwin,-12.386554,16.0,8.0,24.0,15.0,4.0,19.0,7.0,12.0,19.0,3.0,17.0,20.0,,,,,,,130.886736,0,5488.0,2021
2021-07-27,0.0,0.0,22.0,1.0,,0.0,5.0,26.0,0.0,,1.0,1.0,0.0,0.0,,4.0,7.0,0.0,0.0,,3.0,0.0,1.0,5.0,,,,,,,5.0,NT,39.4,-0.146067416,"Stuart Hwy path [N], Stuart Hwy [NE], McMinn St [SE], Daly St [SW], McMinn St [NW]",Darwin,-12.454653,23.0,8.0,31.0,31.0,8.0,39.0,2.0,6.0,8.0,11.0,53.0,64.0,9.0,1.0,10.0,,,,130.839183,0,5507.0,2021
2021-07-27,3.0,51.0,,,,11.0,4.0,,,,29.0,2.0,,,,,,,,,,,,,,,,,,,3.0,NT,50.4,0.030927835,"Stuart Hwy/Bike Path [N], Westralia St [E], Stuart Hwy/Bike Path [S]",Darwin,-12.445064,54.0,40.0,94.0,15.0,5.0,20.0,31.0,55.0,86.0,,,,,,,,,,130.84106,4,5508.0,2021
2021-08-24,3.0,0.0,3.0,,,2.0,4.0,4.0,,,2.0,2.0,0.0,,,7.0,2.0,0.0,,,,,,,,,,,,,4.0,NT,15.4,-0.033333333,"Tiger Brennan Dr [NE], Stoddart Dr [SE], Tiger Brennan Dr [SW], Woolner Rd [NW]",Darwin,-12.43842,6.0,11.0,17.0,10.0,7.0,17.0,4.0,4.0,8.0,9.0,7.0,16.0,,,,,,,130.850134,2,5509.0,2021
2021-07-27,38.0,1.0,0.0,,,17.0,0.0,6.0,,,4.0,0.0,0.0,,,0.0,15.0,4.0,,,,,,,,,,,,,4.0,NT,44.2,-0.114583333,"Stuart Hwy [E], Stuart Hwy [SW], Stokes St [W], Parap Rd [N]",Darwin,-12.435826,39.0,21.0,60.0,23.0,53.0,76.0,4.0,5.0,9.0,19.0,6.0,25.0,,,,,,,130.843351,14,5510.0,2021
2021-08-24,31.0,0.0,,,,15.0,1.0,,,,0.0,5.0,,,,,,,,,,,,,,,,,,,3.0,NT,26.8,,"Stuart Hwy [NE], Stuart Hwy [SW], Ross Smith Ave [NW]",Darwin,-12.432985,31.0,15.0,46.0,16.0,36.0,52.0,5.0,1.0,6.0,,,,,,,,,,130.849083,11,5511.0,2021
2021-08-24,1.0,5.0,3.0,,,1.0,1.0,0.0,,,13.0,0.0,2.0,,,5.0,14.0,24.0,,,,,,,,,,,,,4.0,NT,30.6,-0.28125,"Stuart Hwy [NE], Snell St [SE], Stuart Hwy [SW], Bagot Rd [N]",Darwin,-12.429357,9.0,19.0,28.0,2.0,15.0,17.0,15.0,30.0,45.0,43.0,5.0,48.0,,,,,,,130.856979,0,5512.0,2021
2021-08-24,29.0,2.0,,,,13.0,1.0,,,,1.0,4.0,,,,,,,,,,,,,,,,,,,3.0,NT,20.4,-0.122807018,"Bagot Rd [N], Bagot Rd [S], Fitzer Dr [W]",Darwin,-12.410494,31.0,14.0,45.0,14.0,33.0,47.0,5.0,3.0,8.0,,,,,,,,,,130.856116,1,5513.0,2021
2021-08-24,0.0,0.0,0.0,,,0.0,1.0,13.0,,,0.0,0.0,5.0,,,0.0,14.0,1.0,,,,,,,,,,,,,4.0,NT,18.6,-0.433333333,"Osgood Dr [E], Bagot Rd [S], Totem Rd [W], Bagot Rd [N]",Darwin,-12.402638,0.0,0.0,0.0,14.0,14.0,28.0,5.0,2.0,7.0,15.0,18.0,33.0,,,,,,,130.856105,0,5514.0,2021
2021-07-27,0.0,7.0,0.0,,,0.0,4.0,2.0,,,13.0,1.0,1.0,,,0.0,2.0,0.0,,,,,,,,,,,,,4.0,NT,14.0,-0.318181818,"Bagot Rd [N], Old McMillans Rd [E], Bagot Rd [S], Old McMillans Rd [W]",Darwin,-12.395324,7.0,13.0,20.0,6.0,3.0,9.0,15.0,11.0,26.0,2.0,3.0,5.0,,,,,,,130.856016,0,5515.0,2021
2021-07-27,3.0,9.0,,,,1.0,1.0,,,,10.0,1.0,,,,,,,,,,,,,,,,,,,3.0,NT,15.0,-0.137931034,"Trower Rd [NE], Sabine Rd [SE], Trower Rd [SW]",Darwin,-12.387763,12.0,11.0,23.0,2.0,4.0,6.0,11.0,10.0,21.0,,,,,,,,,,130.858441,1,5516.0,2021
2021-07-27,27.0,2.0,,,,6.0,1.0,,,,3.0,3.0,,,,,,,,,,,,,,,,,,,3.0,NT,18.4,-0.222222222,"McMillans Rd [E], McMillans Rd [SW], Sabine Rd [NW]",Darwin,-12.39561,29.0,9.0,38.0,7.0,30.0,37.0,6.0,3.0,9.0,,,,,,,,,,130.862539,0,5517.0,2021
2021-07-27,2.0,9.0,25.0,,,2.0,0.0,4.0,,,14.0,2.0,4.0,,,15.0,4.0,1.0,,,,,,,,,,,,,4.0,NT,46.8,-0.012048193,"Trower Rd [E], Rapid Creek Rd [S], Trower Rd [W], Rapid Creek Rd [N]",Darwin,-12.385471,36.0,31.0,67.0,6.0,8.0,14.0,20.0,10.0,30.0,20.0,33.0,53.0,,,,,,,130.864514,1,5518.0,2021
2021-07-27,7.0,0.0,7.0,,,4.0,0.0,11.0,,,0.0,0.0,0.0,,,2.0,6.0,3.0,,,,,,,,,,,,,4.0,NT,17.8,-0.215686275,"Trower Rd [N], Vanderlin Dr [E], Trower Rd [S], Casuarina Shops [W]",Darwin,-12.375801,14.0,6.0,20.0,15.0,13.0,28.0,0.0,3.0,3.0,11.0,18.0,29.0,,,,,,,130.88271,2,5519.0,2021
2021-07-27,5.0,7.0,8.0,,,6.0,6.0,2.0,,,4.0,1.0,5.0,,,3.0,4.0,1.0,,,,,,,,,,,,,4.0,NT,30.6,0.209302326,"Lee Point Rd [N], Vanderlin Dr [E], Lee Point Rd [S], Vanderlin Rd [W]",Darwin,-12.377512,20.0,13.0,33.0,14.0,10.0,24.0,10.0,14.0,24.0,8.0,15.0,23.0,,,,,,,130.890756,0,5520.0,2021
2021-09-07,0.0,7.0,,,,0.0,2.0,,,,12.0,1.0,,,,,,,,,,,,,,,,,,,3.0,NT,11.8,-0.52173913,"Vanderlin Dr/Bike Path [SE], Mueller Rd [SW], Vanderlin Dr/Bike Path [NW]",Darwin,-12.390698,7.0,12.0,19.0,2.0,1.0,3.0,13.0,9.0,22.0,,,,,,,,,,130.911463,0,5521.0,2021
2021-07-27,9.0,4.0,2.0,,,5.0,2.0,0.0,,,0.0,0.0,4.0,,,1.0,4.0,7.0,,,,,,,,,,,,,4.0,NT,23.8,-0.472222222,"Vanderlin Dr [N], McMillans Rd [SE], Vanderlin Dr [S], McMillans Rd [NW]",Darwin,-12.410151,15.0,6.0,21.0,7.0,13.0,20.0,4.0,13.0,17.0,12.0,6.0,18.0,,,,,,,130.922994,3,5523.0,2021
2021-08-24,4.0,21.0,2.0,,,0.0,1.0,0.0,,,13.0,4.0,2.0,,,5.0,11.0,0.0,,,,,,,,,,,,,4.0,NT,34.4,0.05,"McMillans Rd [E], Charles Eaton Dr [SE], McMillans Rd [W], Rapid Crk Cyclepath [NW]",Darwin,-12.395447,27.0,18.0,45.0,1.0,19.0,20.0,19.0,22.0,41.0,16.0,4.0,20.0,,,,,,,130.871723,0,5524.0,2021
2021-08-24,8.0,0.0,5.0,,,3.0,1.0,32.0,,,0.0,0.0,1.0,,,8.0,10.0,0.0,,,,,,,,,,,,,4.0,NT,27.8,0.046153846,"Rothdale Rd [N], McMillans Rd [E], Henry Wrigley Dr [S], McMillans Rd [W]",Darwin,-12.395413,13.0,11.0,24.0,36.0,18.0,54.0,1.0,1.0,2.0,18.0,38.0,56.0,,,,,,,130.878263,0,5525.0,2021
2021-07-27,5.0,3.0,2.0,,,3.0,1.0,21.0,,,1.0,0.0,0.0,,,0.0,11.0,1.0,,,,,,,,,,,,,4.0,NT,20.0,-0.076923077,"Lee Point Rd [N], McMillans Rd [E], Marrara Dr [S], McMillans Rd [W]",Darwin,-12.39541,10.0,4.0,14.0,25.0,16.0,41.0,1.0,5.0,6.0,12.0,23.0,35.0,,,,,,,130.882965,19,5526.0,2021
2021-08-24,4.0,0.0,1.0,,,2.0,0.0,17.0,,,0.0,1.0,0.0,,,1.0,20.0,0.0,,,,,,,,,,,,,4.0,NT,23.6,-0.192982456,"Amy Johnson Ave [N], Stuart Hwy [E], Amy Johnson Ave [SW], Stuart Hwy [W]",Darwin,-12.427641,5.0,3.0,8.0,19.0,25.0,44.0,1.0,0.0,1.0,21.0,18.0,39.0,,,,,,,130.907681,0,5527.0,2021
2021-07-27,1.0,7.0,4.0,,,3.0,1.0,14.0,,,1.0,1.0,1.0,,,2.0,12.0,3.0,,,,,,,,,,,,,4.0,NT,26.6,0.351351351,"Vanderlin Dr [N], Stuart Hwy [E], Berrimah Rd [S], Stuart Hwy [W]",Darwin,-12.433465,12.0,6.0,18.0,18.0,14.0,32.0,3.0,11.0,14.0,17.0,19.0,36.0,,,,,,,130.923379,0,5528.0,2021
2021-07-27,46.0,22.0,,,,14.0,14.0,,,,27.0,23.0,,,,,,,,,,,,,,,,,,,3.0,NT,75.6,0.269565217,"Dick Ward Dr [E], East point Rd/Bike Path [S], East Point Rd/Bike Path [NW]",Darwin,-12.424536,68.0,41.0,109.0,28.0,69.0,97.0,50.0,36.0,86.0,,,,,,,,,,130.835473,0,5585.0,2021
2021-07-27,0.0,29.0,,,,2.0,5.0,,,,77.0,34.0,,,,,,,,,,,,,,,,,,,3.0,NT,86.6,0.006849315,"Casuarina Foreshore Path [N], Casuarina Foreshore Path [E], Casuarina Foreshore Path [S]",Darwin,-12.371739,29.0,79.0,108.0,7.0,34.0,41.0,111.0,34.0,145.0,,,,,,,,,,130.863139,2,5981.0,2021
2021-08-24,0.0,2.0,,,,1.0,0.0,,,,5.0,0.0,,,,,,,,,,,,,,,,,,,3.0,NT,3.8,-0.555555556,"Rothdale Rd [S], Freshwater Rd [W], Rothdale Rd [N]",Darwin,-12.391632,2.0,6.0,8.0,1.0,0.0,1.0,5.0,2.0,7.0,,,,,,,,,,130.877968,0,6188.0,2021
2021-07-27,21.0,5.0,,,,8.0,12.0,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,3.0,NT,28.8,-0.1875,"Lee Point Rd [N], Lee Point Rd [S], Tambling Tce [W]",Darwin,-12.366516,26.0,9.0,35.0,20.0,26.0,46.0,6.0,17.0,23.0,,,,,,,,,,130.892152,0,6808.0,2021
2021-08-24,6.0,4.0,,,,9.0,4.0,,,,5.0,1.0,,,,,,,,,,,,,,,,,,,3.0,NT,14.0,,"Trower Rd [N], Trower Rd [S], Dripstone Rd [W]",Darwin,-12.377574,10.0,14.0,24.0,13.0,7.0,20.0,6.0,8.0,14.0,,,,,,,,,,130.88217,0,6830.0,2021
2021-08-24,0.0,6.0,14.0,0.0,,0.0,4.0,3.0,0.0,,3.0,5.0,1.0,1.0,,5.0,0.0,0.0,0.0,,1.0,0.0,0.0,0.0,,,,,,,5.0,NT,23.4,-0.065217391,"Tiger Brennan Drive north bound [N], Frances Bay Drive north bound [NE], Frances Bay Drive south bound [S], Tiger Brennan Drive south bound [SW], Dinah Beach Rd [W]",Darwin,-12.45294,20.0,9.0,29.0,7.0,5.0,12.0,10.0,10.0,20.0,5.0,18.0,23.0,1.0,1.0,2.0,,,,130.847549,0,6949.0,2021
2021-07-27,2.0,11.0,,,,7.0,6.0,,,,10.0,3.0,,,,,,,,,,,,,,,,,,,3.0,NT,21.6,0.026315789,"Dripstone Rd [SE], Lakeside Dr [SW], Dripstone Rd [NW]",Darwin,-12.374524,13.0,17.0,30.0,13.0,5.0,18.0,13.0,17.0,30.0,,,,,,,,,,130.87454,0,7123.0,2021
2021-08-24,0.0,2.0,2.0,,,1.0,0.0,1.0,,,3.0,0.0,0.0,,,1.0,1.0,1.0,,,,,,,,,,,,,4.0,NT,5.4,1.4,"Berrimah Rd [N], Tiger Brennan Dr [E], Berrimah Rd [S], Tiger Brennan Dr [W]",Darwin,-12.45,4.0,5.0,9.0,2.0,1.0,3.0,3.0,3.0,6.0,3.0,3.0,6.0,,,,,,,130.9235,0,7130.0,2021
2021-08-24,2.0,5.0,8.0,,,7.0,1.0,20.0,,,22.0,0.0,4.0,,,13.0,7.0,2.0,,,,,,,,,,,,,4.0,NT,47.6,0.083333333,"Fox Cr [NE], Nightcliff Rd [SE], Camphor St [SW], Nightcliff Rd [NW]",Darwin,-12.382654,15.0,42.0,57.0,28.0,9.0,37.0,26.0,8.0,34.0,22.0,32.0,54.0,,,,,,,130.853932,0,7249.0,2021
2021-09-07,1.0,21.0,6.0,,,0.0,0.0,1.0,,,6.0,0.0,1.0,,,0.0,2.0,2.0,,,,,,,,,,,,,4.0,NT,19.8,0.025641026,"Garramilla Blvd [NE], McMinn St [SE], Garramilla Blvd [SW], McMinn St [NW]",Darwin,-12.458133,28.0,6.0,34.0,1.0,3.0,4.0,7.0,23.0,30.0,4.0,8.0,12.0,,,,,,,130.8427,0,7351.0,2021
2021-07-27,0.0,5.0,,,,0.0,7.0,,,,0.0,2.0,,,,,,,,,,,,,,,,,,,3.0,NT,8.0,-0.363636364,"Roystonea Ave [SE], University Ave [SW], Roystonea Ave [NW]",Palmerston,-12.475906,5.0,0.0,5.0,7.0,2.0,9.0,2.0,12.0,14.0,,,,,,,,,,130.985374,0,5501.0,2021
2021-07-27,8.0,3.0,,,,9.0,22.0,,,,8.0,6.0,,,,,,,,,,,,,,,,,,,3.0,NT,25.6,-0.138461538,"McMillans Rd [NE], Stuart Hwy [SE], Stuart Hwy [NW]",Palmerston,-12.444442,11.0,17.0,28.0,31.0,14.0,45.0,14.0,25.0,39.0,,,,,,,,,,130.952575,1,5500.0,2021
2021-07-27,4.0,1.0,1.0,,,2.0,2.0,7.0,,,0.0,7.0,0.0,,,1.0,6.0,1.0,,,,,,,,,,,,,4.0,NT,20.2,-0.219512195,"Roystonea Ave [N], Lambrick Ave [E], Roystonea Ave [S], Lambrick Ave [W]",Palmerston,-12.502173,6.0,3.0,9.0,11.0,17.0,28.0,7.0,4.0,11.0,8.0,8.0,16.0,,,,,,,130.998955,1,5982.0,2021
2021-07-27,5.0,4.0,0.0,,,3.0,0.0,1.0,,,1.0,0.0,0.0,,,1.0,0.0,0.0,,,,,,,,,,,,,4.0,NT,8.0,0.666666667,"Temple Terrace [NE], Farrar Boulevard [SE], Temple Terrace [SW], Toupein Road [NW]",Palmerston,-12.476771,9.0,5.0,14.0,4.0,5.0,9.0,1.0,4.0,5.0,1.0,1.0,2.0,,,,,,,130.99263,0,6951.0,2021
2021-08-24,0.0,1.0,0.0,,,0.0,4.0,15.0,,,0.0,0.0,3.0,,,1.0,7.0,0.0,,,,,,,,,,,,,4.0,NT,15.8,0.722222222,"Howard Springs Rd [NE], Howard Springs shared path [SE], Howard Springs Rd [SW], Howard Springs shared path [NW]",Palmerston,-12.493,1.0,1.0,2.0,19.0,7.0,26.0,3.0,5.0,8.0,8.0,18.0,26.0,,,,,,,131.019,0,7129.0,2021
2021-08-24,1.0,2.0,0.0,,,5.0,3.0,4.0,,,1.0,1.0,1.0,,,0.0,1.0,1.0,,,,,,,,,,,,,4.0,NT,9.2,-0.428571429,"Yarrawonga Rd [NE], Roystonea Ave [SE], Packard Ave [W], Roystonea Ave [NW]",Palmerston,-12.473,3.0,6.0,9.0,12.0,3.0,15.0,3.0,6.0,9.0,2.0,5.0,7.0,,,,,,,130.983,1,7127.0,2021
2021-08-24,0.0,0.0,1.0,,,0.0,6.0,22.0,,,1.0,1.0,10.0,,,0.0,2.0,1.0,,,,,,,,,,,,,4.0,NT,23.4,0.466666667,"Lambrick Ave [E], Zuccoli Pde [S], Lambrick Ave [W], Farrar Blvd [N]",Palmerston,-12.501095,1.0,1.0,2.0,28.0,3.0,31.0,12.0,7.0,19.0,3.0,33.0,36.0,,,,,,,131.006133,2,6566.0,2021
2021-07-27,2.0,3.0,0.0,,,0.0,3.0,6.0,,,1.0,2.0,2.0,,,1.0,2.0,0.0,,,,,,,,,,,,,4.0,NT,11.0,0.222222222,"Temple Tce [NE], Roystonea Ave/Footpath [SE], Temple Tce/Footpath [SW], Roystonea Ave/Footpath [NW]",Palmerston,-12.479334,5.0,2.0,7.0,9.0,6.0,15.0,5.0,6.0,11.0,3.0,8.0,11.0,,,,,,,130.988479,0,6807.0,2021
2021-09-07,4.0,0.0,,,,8.0,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,3.0,NT,6.2,2.0,"University Ave [E], Elrundie Ave [S], Kirkland Rd [W]",Palmerston,-12.481,4.0,8.0,12.0,8.0,4.0,12.0,0.0,0.0,0.0,,,,,,,,,,130.97,0,7128.0,2021
2025-08-05,0.0,4.0,0.0,,,0.0,2.0,2.0,,,1.0,9.0,1.0,,,1.0,2.0,0.0,,,,,,,,,,,,,4.0,NT,7.0, ,"Tiger Brennan Dr [NE], McMinn St [SE], Bennett St [SW], McMinn St [N]",Darwin,-12.462408,4.0,2.0,6.0,4.0,11.0,15.0,11.0,6.0,17.0,3.0,3.0,6.0,,,,,,,130.84573,0,5506.0,2025
2025-07-29,0.0,0.0,18.0,3.0,,0.0,1.0,16.0,0.0,,2.0,1.0,2.0,1.0,,9.0,8.0,0.0,1.0,,1.0,0.0,0.0,7.0,,,,,,,5.0,NT,24.0,8,"Stuart Hwy path [N], Stuart Hwy [NE], McMinn St [SE], Daly St [SW], McMinn St [NW]",Darwin,-12.454653,21.0,12.0,33.0,17.0,9.0,26.0,6.0,1.0,7.0,18.0,43.0,61.0,8.0,5.0,13.0,,,,130.839183,0,5507.0,2025
2025-07-29,2.0,39.0,,,,7.0,1.0,,,,32.0,0.0,,,,,,,,,,,,,,,,,,,3.0,NT,33.0,23,"Stuart Hwy/Bike Path [N], Westralia St [E], Stuart Hwy/Bike Path [S]",Darwin,-12.445064,41.0,39.0,80.0,8.0,2.0,10.0,32.0,40.0,72.0,,,,,,,,,,130.84106,5,5508.0,2025
2025-08-12,0.0,2.0,0.0,,,0.0,6.0,11.0,,,4.0,2.0,0.0,,,1.0,1.0,6.0,,,,,,,,,,,,,4.0,NT,11.0,-1,"Tiger Brennan Dr [NE], Stoddart Dr [SE], Tiger Brennan Dr [SW], Woolner Rd [NW]",Darwin,-12.43842,2.0,5.0,7.0,17.0,3.0,20.0,6.0,14.0,20.0,8.0,11.0,19.0,,,,,,,130.850134,1,5509.0,2025
2025-07-29,19.0,3.0,1.0,,,13.0,0.0,2.0,,,1.0,0.0,1.0,,,0.0,10.0,12.0,,,,,,,,,,,,,4.0,NT,24.5,-1,"Stuart Hwy [E], Stuart Hwy [SW], Stokes St [W], Parap Rd [N]",Darwin,-12.435826,23.0,14.0,37.0,15.0,29.0,44.0,2.0,15.0,17.0,22.0,4.0,26.0,,,,,,,130.843351,0,5510.0,2025
2025-08-05,33.0,0.0,,,,14.0,0.0,,,,2.0,4.0,,,,,,,,,,,,,,,,,,,3.0,NT,18.0,-15,"Stuart Hwy [NE], Stuart Hwy [SW], Ross Smith Ave [NW]",Darwin,-12.432985,33.0,16.0,49.0,14.0,37.0,51.0,6.0,0.0,6.0,,,,,,,,,,130.849083,0,5511.0,2025
2025-07-29,2.0,6.0,1.0,,,1.0,0.0,1.0,,,11.0,5.0,4.0,,,5.0,4.0,15.0,,,,,,,,,,,,,4.0,NT,20.0,6,"Stuart Hwy [NE], Snell St [SE], Stuart Hwy [SW], Bagot Rd [N]",Darwin,-12.429357,9.0,17.0,26.0,2.0,11.0,13.0,20.0,21.0,41.0,24.0,6.0,30.0,,,,,,,130.856979,2,5512.0,2025
2025-08-12,33.0,2.0,,,,18.0,0.0,,,,1.0,0.0,,,,,,,,,,,,,,,,,,,3.0,NT,8.5,13,"Bagot Rd [N], Bagot Rd [S], Fitzer Dr [W]",Darwin,-12.410494,35.0,19.0,54.0,18.0,33.0,51.0,1.0,2.0,3.0,,,,,,,,,,130.856116,3,5513.0,2025
2025-08-05,14.0,0.0,0.0,,,0.0,3.0,3.0,,,0.0,2.0,1.0,,,0.0,2.0,1.0,,,,,,,,,,,,,4.0,NT,5.5,-21,"Bagot Rd [N], Osgood Dr [E], Bagot Rd [S], Totem Rd [W]",Darwin,-12.402638,14.0,0.0,14.0,6.0,18.0,24.0,3.0,4.0,7.0,3.0,4.0,7.0,,,,,,,130.856105,0,5514.0,2025
