Count_Date,Leg1-2,Leg1-3,Leg1-4,Leg1-5,Leg2-1,Leg2-3,Leg2-4,Leg2-5,Leg3-1,Leg3-2,Leg3-4,Leg3-5,Leg4-1,Leg4-2,Leg4-3,Leg4-5,Leg5-1,Leg5-2,Leg5-3,Leg5-4,Legs,State,Trips/hour,comparison,description,electorate,latitude,leg1_enter,leg1_exit,leg1_total,leg2_enter,leg2_exit,leg2_total,leg3_enter,leg3_exit,leg3_total,leg4_enter,leg4_exit,leg4_total,leg5_enter,leg5_exit,leg5_total,longitude,not known,site_id,year
8/08/2023,1,5,1,0,2,3,14,0,0,0,1,0,1,5,2,0,0,0,0,0,4,NT,19.6,-0.42,"Vanderlin Dr [N], Stuart Hwy [E], Berrimah Rd [S], Stuart Hwy [W]",Darwin,-12.433465,7,3,10,19,6,25,1,10,11,8,16,24,0,0,0,130.923379,7,5528,2023
25/07/2023,46,15,0,0,5,13,0,0,10,15,0,0,0,0,0,0,0,0,0,0,3,NT,54.0,-0.315068493,"Dick Ward Dr [E], East point Rd/Bike Path [S], East Point Rd/Bike Path [NW]",Darwin,-12.424536,61,15,76,18,61,79,25,28,53,0,0,0,0,0,0,130.835473,0,5585,2023
25/07/2023,4,11,0,0,3,1,0,0,49,27,0,0,0,0,0,0,0,0,0,0,3,NT,54.2,-0.360544218,"Casuarina Foreshore Path [N], Casuarina Foreshore Path [E], Casuarina Foreshore Path [S]",Darwin,-12.371739,15,52,67,4,31,35,76,12,88,0,0,0,0,0,0,130.863139,3,5981,2023
8/08/2023,2,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,NT,6.4,0.125,"Rothdale Rd [S], Freshwater Rd [W], Rothdale Rd [N]",Darwin,-12.391632,4,6,10,0,2,2,6,2,8,0,0,0,0,0,0,130.877968,0,6188,2023
1/08/2023,13,12,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NT,17.4,-0.326923077,"Lee Point Rd [N], Lee Point Rd [S], Tambling Tce [W]",Darwin,-12.366516,25,1,26,11,13,24,0,22,22,0,0,0,0,0,0,130.892152,0,6808,2023
1/08/2023,15,7,0,0,11,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,NT,19.4,0.379310345,"Trower Rd [N], Trower Rd [S], Dripstone Rd [W]",Darwin,-12.377574,22,14,36,15,18,33,6,11,17,0,0,0,0,0,0,130.88217,0,6830,2023
25/07/2023,0,10,31,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,3,5,NT,26.0,-0.093023256,"Tiger Brennan Drive north bound [N], Frances Bay Drive north bound [NE], Frances Bay Drive south bound [S], Tiger Brennan Drive south bound [SW], Dinah Beach Rd [W]",Darwin,-12.45294,41,1,42,4,0,4,0,10,10,0,37,37,4,1,5,130.847549,0,6949,2023
25/07/2023,7,10,0,0,9,16,0,0,20,16,0,0,0,0,0,0,0,0,0,0,3,NT,39.0,0.350877193,"Rocklands Dr [N], Trower Rd [E], Trower Rd [W]",Darwin,-12.365103,17,29,46,25,23,48,36,26,62,0,0,0,0,0,0,130.87249,11,5484,2023
25/07/2023,0,9,16,0,0,1,2,0,5,0,18,0,4,0,2,0,0,0,0,0,4,NT,30.8,-0.232876712,"Rocklands Dr [E], Roper St [S], Rocklands Dr [W], Florey Ave [N]",Darwin,-12.359174,25,9,34,3,0,3,23,12,35,6,36,42,0,0,0,130.882951,7,5485,2023
25/07/2023,4,12,0,0,25,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,NT,26.6,-0.070175439,"Henbury Ave [N], Tambling Tce [E], Henbury Ave [S]",Darwin,-12.365755,16,33,49,32,4,36,8,19,27,0,0,0,0,0,0,130.885704,0,5486,2023
25/07/2023,6,2,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,NT,6.8,-0.3125,"Trower Rd [E], Rothdale Rd [S], Trower Rd [W]",Darwin,-12.382667,8,6,14,4,6,10,2,2,4,0,0,0,0,0,0,130.876676,0,5487,2023
25/07/2023,1,5,7,0,4,3,13,0,5,0,5,0,0,4,1,0,0,0,0,0,4,NT,24.2,0.146341463,"Lee Point Rd [NE], Lee Point Rd [SE], Parer Dr [SW], Parer Dr [NW]",Darwin,-12.386554,13,9,22,20,5,25,10,9,19,5,25,30,0,0,0,130.886736,0,5488,2023
25/07/2023,0,0,22,2,2,2,16,0,3,2,2,1,5,5,1,4,1,0,2,3,5,NT,38.2,-0.355263158,"Stuart Hwy path [N], Stuart Hwy [NE], McMinn St [SE], Daly St [SW], McMinn St [NW]",Darwin,-12.454653,24,11,35,20,7,27,8,5,13,15,43,58,6,7,13,130.839183,0,5507,2023
25/07/2023,6,32,0,0,11,3,0,0,14,2,0,0,0,0,0,0,0,0,0,0,3,NT,36.6,-0.47,"Stuart Hwy/Bike Path [N], Westralia St [E], Stuart Hwy/Bike Path [S]",Darwin,-12.445064,38,25,63,14,8,22,16,35,51,0,0,0,0,0,0,130.84106,4,5508,2023
25/07/2023,0,6,2,0,0,1,11,0,2,2,2,0,0,1,3,0,0,0,0,0,4,NT,16.2,0.0,"Tiger Brennan Dr [NE], Stoddart Dr [SE], Tiger Brennan Dr [SW], Woolner Rd [NW]",Darwin,-12.43842,8,2,10,12,3,15,6,10,16,4,15,19,0,0,0,130.850134,0,5509,2023
25/07/2023,28,3,0,0,12,1,7,0,1,1,0,0,3,9,1,0,0,0,0,0,4,NT,36.4,-0.305882353,"Stuart Hwy [E], Stuart Hwy [SW], Stokes St [W], Parap Rd [N]",Darwin,-12.435826,31,16,47,20,38,58,2,5,7,13,7,20,0,0,0,130.843351,0,5510,2023
9/08/2023,33,4,0,0,19,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,NT,34.0,0.192307692,"Stuart Hwy [NE], Stuart Hwy [SW], Ross Smith Ave [NW]",Darwin,-12.432985,37,19,56,24,40,64,7,9,16,0,0,0,0,0,0,130.849083,1,5511,2023
25/07/2023,4,10,2,0,2,0,0,0,11,1,6,0,4,1,10,0,0,0,0,0,4,NT,24.6,-0.347826087,"Stuart Hwy [NE], Snell St [SE], Stuart Hwy [SW], Bagot Rd [N]",Darwin,-12.429357,16,17,33,2,6,8,18,20,38,15,8,23,0,0,0,130.856979,1,5512,2023
1/08/2023,20,0,0,0,19,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,NT,19.8,-0.2,"Bagot Rd [N], Bagot Rd [S], Fitzer Dr [W]",Darwin,-12.410494,20,21,41,19,21,40,3,0,3,0,0,0,0,0,0,130.856116,1,5513,2023
15/08/2023,12,0,0,0,0,1,14,0,0,1,7,0,1,10,4,0,0,0,0,0,4,NT,22.4,0.323529412,"Osgood Dr [E], Bagot Rd [S], Totem Rd [W], Bagot Rd [N]",Darwin,-12.402638,12,1,13,15,23,38,8,5,13,15,21,36,0,0,0,130.856105,8,5514,2023
25/07/2023,1,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,NT,3.6,-0.766666667,"Bagot Rd [N], Old McMillans Rd [E], Bagot Rd [S], Old McMillans Rd [W]",Darwin,-12.395324,4,1,5,2,1,3,1,4,5,0,1,1,0,0,0,130.856016,0,5515,2023
3/08/2023,2,7,0,0,3,2,0,0,7,2,0,0,0,0,0,0,0,0,0,0,3,NT,12.8,-0.08,"Trower Rd [NE], Sabine Rd [SE], Trower Rd [SW]",Darwin,-12.387763,9,10,19,5,4,9,9,9,18,0,0,0,0,0,0,130.858441,1,5516,2023
3/08/2023,8,4,0,0,10,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,NT,14.8,-0.404761905,"McMillans Rd [E], McMillans Rd [SW], Sabine Rd [NW]",Darwin,-12.39561,12,13,25,11,9,20,4,5,9,0,0,0,0,0,0,130.862539,0,5517,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
8/08/2023,0,2,0,0,5,4,7,0,3,6,1,0,1,11,0,0,0,0,0,0,4,NT,23.4,0.125,"Roystonea Ave [N], Lambrick Ave [E], Roystonea Ave [S], Lambrick Ave [W]",Palmerston,-12.502173,2,9,11,16,17,33,10,6,16,12,8,20,0,0,0,130.998955,0,5982,2023
8/08/2023,4,0,0,0,4,7,0,0,6,4,0,0,0,0,0,0,0,0,0,0,3,NT,12.6,-0.571428571,"McMillans Rd [NE], Stuart Hwy [SE], Stuart Hwy [NW]",Palmerston,-12.444442,4,10,14,11,8,19,10,7,17,0,0,0,0,0,0,130.952575,0,5500,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,7,27,2,0,2,0,6,0,4,1,0,0,2,10,3,0,0,0,0,0,4,NT,36.2,0.0,"Garramilla Blvd [NE], McMinn St [SE], Garramilla Blvd [SW], McMinn St [NW]",Darwin,-12.458133,36,8,44,8,18,26,5,30,35,15,8,23,0,0,0,130.8427,0,7351,2023
25/07/2023,0,4,13,0,4,0,10,0,4,1,1,0,14,4,0,0,0,0,0,0,4,NT,26.4,-0.428571429,"Fox Cr [NE], Nightcliff Rd [SE], Camphor St [SW], Nightcliff Rd [NW]",Darwin,-12.382654,17,22,39,14,5,19,6,4,10,18,24,42,0,0,0,130.853932,1,7249,2023
1/08/2023,3,0,0,0,3,0,2,0,0,0,0,0,1,4,0,0,0,0,0,0,4,NT,6.6,0.083333333,"Berrimah Rd [N], Tiger Brennan Dr [E], Berrimah Rd [S], Tiger Brennan Dr [W]",Darwin,-12.45,3,4,7,5,7,12,0,0,0,5,2,7,0,0,0,130.9235,0,7130,2023
25/07/2023,2,15,0,0,6,8,0,0,8,1,0,0,0,0,0,0,0,0,0,0,3,NT,17.8,0.0,"Dripstone Rd [SE], Lakeside Dr [SW], Dripstone Rd [NW]",Darwin,-12.374524,17,14,31,14,3,17,9,23,32,0,0,0,0,0,0,130.87454,2,7123,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,2,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,NT,4.8,0.0,"The Boulevard [NE], The Boulevard [SW], Frances Drive [NW]",Palmerston,-12.479452,5,2,7,2,3,5,1,3,4,0,0,0,0,0,0,130.984531,0,7850,2023
25/07/2023,0,0,1,0,0,2,7,0,0,8,2,0,0,3,0,0,0,0,0,0,4,NT,12.4,-0.35483871,"Howard Springs Rd [NE], Howard Springs shared path [SE], Howard Springs Rd [SW], Howard Springs shared path [NW]",Palmerston,-12.493,1,0,1,9,11,20,10,2,12,3,10,13,0,0,0,131.019,5,7129,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,2,0,1,0,4,0,2,0,2,0,0,2,0,0,0,0,0,0,4,NT,6.8,-0.409090909,"Temple Tce [NE], Roystonea Ave/Footpath [SE], Temple Tce/Footpath [SW], Roystonea Ave/Footpath [NW]",Palmerston,-12.479334,2,3,5,5,2,7,4,0,4,2,8,10,0,0,0,130.988479,0,6807,2023
22/08/2023,5,4,2,0,0,0,1,0,1,1,0,0,5,4,1,0,0,0,0,0,4,NT,14.2,0.0,"Lakeview Boulevard [N], Buscall Avenue [E], Maurice Terrace [S], Buscall Avenue [W]",Palmerston,-12.491071,11,6,17,1,10,11,2,5,7,10,3,13,0,0,0,130.997802,0,7852,2023
15/08/2023,2,1,1,0,4,1,0,0,5,2,4,0,0,0,0,0,0,0,0,0,4,NT,10.6,0.0,"Temple Terrace [NE], Chung Wah Terrace [SE], Temple Terrace [SW], Chung Wah Terrace [NW]",Palmerston,-12.482352,4,9,13,5,4,9,11,2,13,0,5,5,0,0,0,130.985197,0,7851,2023
15/08/2023,5,1,0,0,3,2,1,0,6,0,0,0,2,0,0,0,0,0,0,0,4,NT,8.6,0.0,"Yarrawonga Rd [NE], Roystonea Ave [SE], Packard Ave [W], Roystonea Ave [NW]",Palmerston,-12.473,6,11,17,6,5,11,6,3,9,2,1,3,0,0,0,130.983,0,7127,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
29/07/2025,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NT,4.0,0.0,"Bike Parking at Jetty [NE], Taking Bike on Ferry [SE], Charles Point Rd [W]",Darwin,-12.442882,17,0,17,1,17,18,0,1,1,0,0,0,0,0,0,130.766309,0,8569,2025
29/07/2025,21,10,2,0,19,1,2,0,2,1,1,0,0,9,11,0,0,0,0,0,4,NT,32.5,0.0,"Stuart Hwy [NE], Stuart Hwy [SW], Goyder Rd Footpath & Road [W], Footpath to Wilkinson St [N]",Darwin,-12.437701,33,21,54,22,31,53,4,22,26,20,5,25,0,0,0,130.841304,2,8568,2025
29/07/2025,6,30,1,0,0,1,1,0,4,1,0,0,0,0,2,0,0,0,0,0,4,NT,19.5,-11.0,"Garramilla Blvd [NE], McMinn St [SE], Garramilla Blvd [SW], McMinn St [NW]",Darwin,-12.458133,37,4,41,2,7,9,5,33,38,2,2,4,0,0,0,130.8427,0,7351,2025
5/08/2025,0,1,51,0,0,0,0,0,1,0,2,0,4,1,0,0,3,0,2,2,5,NT,27.5,21.0,"Tiger Brennan Drive north bound [N], Frances Bay Drive north bound [NE], Frances Bay Drive south bound [S], Tiger Brennan Drive south bound [SW], Dinah Beach Rd [W]",Darwin,-12.45294,52,8,60,0,1,1,3,3,6,5,55,60,7,0,7,130.847549,1,6949,2025
19/08/2025,1,0,3,0,0,0,5,0,0,0,0,0,2,11,2,0,0,0,0,0,4,NT,10.5,-6.0,"Amy Johnson Ave [N], Stuart Hwy [E], Amy Johnson Ave [SW], Stuart Hwy [W]",Darwin,-12.427641,4,2,6,5,12,17,0,2,2,15,8,23,0,0,0,130.907681,1,5527,2025
29/07/2025,3,5,2,0,5,2,12,0,2,0,2,0,1,7,1,0,0,0,0,0,4,NT,16.5,13.0,"Vanderlin Dr [N], Stuart Hwy [E], Berrimah Rd [S], Stuart Hwy [W]",Darwin,-12.433465,10,8,18,19,10,29,4,8,12,9,16,25,0,0,0,130.923379,0,5528,2025
29/07/2025,1,45,0,0,0,15,0,0,51,19,0,0,0,0,0,0,0,0,0,0,3,NT,57.0,34.0,"Casuarina Foreshore Path [N], Casuarina Foreshore Path [E], Casuarina Foreshore Path [S]",Darwin,-12.371739,46,51,97,15,20,35,70,60,130,0,0,0,0,0,0,130.863139,1,5981,2025
5/08/2025,9,3,0,0,11,8,0,0,2,4,0,0,0,0,0,0,0,0,0,0,3,NT,15.5,-6.0,"Trower Rd [N], Trower Rd [S], Dripstone Rd [W]",Darwin,-12.377574,12,13,25,19,13,32,6,11,17,0,0,0,0,0,0,130.88217,0,6830,2025
29/07/2025,0,4,0,0,0,3,1,0,1,5,0,0,1,4,0,0,0,0,0,0,4,NT,8.0,-3.0,"Yarrawonga Rd [NE], Roystonea Ave [SE], Packard Ave [W], Roystonea Ave [NW]",Palmerston,-12.473,4,2,6,4,9,13,6,7,13,5,1,6,0,0,0,130.983,1,7127,2025
29/07/2025,2,7,1,0,2,0,18,0,4,3,25,0,3,2,0,0,0,0,0,0,4,NT,32.5,8.0,"Lambrick Ave [E], Zuccoli Pde [S], Lambrick Ave [W], Farrar Blvd [N]",Palmerston,-12.501095,10,9,19,20,7,27,32,7,39,5,44,49,0,0,0,131.006133,0,6566,2025
29/07/2025,0,1,19,0,2,0,14,0,1,2,3,0,1,2,0,0,0,0,0,0,4,NT,21.5,1.0,"Roystonea Ave [N], Lambrick Ave [E], Roystonea Ave [S], Lambrick Ave [W]",Palmerston,-12.502173,20,4,24,16,4,20,6,1,7,3,36,39,0,0,0,130.998955,0,5982,2025
29/07/2025,0,16,0,0,2,6,0,0,9,9,0,0,0,0,0,0,0,0,0,0,3,NT,17.5,0.0,"Lakeside Dr [N], Trower Rd [E], Trower Rd [SW]",Darwin,-12.384022,16,11,27,8,9,17,18,22,40,0,0,0,0,0,0,130.868683,2,8574,2025
29/07/2025,16,4,0,0,5,14,0,0,5,7,0,0,0,0,0,0,0,0,0,0,3,NT,17.0,0.0,"Trower Rd [NE], Bagot Rd [SW], Nightcliff Rd [NW]",Darwin,-12.388682,20,10,30,19,23,42,12,18,30,0,0,0,0,0,0,130.856523,0,8573,2025
29/07/2025,3,6,0,0,1,2,0,0,13,14,0,0,0,0,0,0,0,0,0,0,3,NT,14.0,0.0,"McMillans Rd [SE], Amy Johnson Ave Footpath and Road [SW], McMillans Rd [NW]",Darwin,-12.406401,9,14,23,3,17,20,27,8,35,0,0,0,0,0,0,130.916312,0,8572,2025
12/08/2025,0,0,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0,3,NT,3.5,0.0,"Benison Rd [N], Tiger Brennan Dr [E], Tiger Brennan Dr [W]",Darwin,-12.432987,0,2,2,3,3,6,5,3,8,0,0,0,0,0,0,130.860141,0,8571,2025
5/08/2025,14,0,0,0,5,0,5,0,0,4,1,0,0,16,4,0,0,0,0,0,4,NT,22.0,0.0,"Tiger Brennan Rd Path [NE], Woolner Rd [S], Unofficial Path to Flinders Dr [W], Woolner Rd [NW]",Darwin,-12.441461,14,5,19,10,34,44,5,4,9,20,6,26,0,0,0,130.848561,0,8570,2025
12/08/2025,3,3,0,0,6,12,0,0,1,9,0,0,0,0,0,0,0,0,0,0,3,NT,14.0,10.0,"McMillans Rd [NE], Stuart Hwy [SE], Stuart Hwy [NW]",Palmerston,-12.444442,6,7,13,18,12,30,10,15,25,0,0,0,0,0,0,130.952575,0,5500,2025
12/08/2025,5,1,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,NT,6.5,0.0,"Elrundie Ave [N], Tilston Ave [E], Elrundie Ave [SW]",Palmerston,-12.494372,6,6,12,6,5,11,1,2,3,0,0,0,0,0,0,130.968777,0,8578,2025
19/08/2025,1,4,1,0,1,1,3,0,2,0,0,0,0,0,1,0,0,0,0,0,4,NT,5.5,-8.0,"Temple Terrace [NE], Farrar Boulevard [SE], Temple Terrace [SW], Toupein Road [NW]",Palmerston,-12.476771,6,3,9,5,1,6,2,6,8,1,4,5,0,0,0,130.99263,0,6951,2025
19/08/2025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,NT,0.0,0.0,"Tulagi Rd [N], Stuart Hwy [E], Shared Path [S], Stuart Hwy [W]",Palmerston,-12.470832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.989802,0,8576,2025
5/08/2025,14,0,0,0,0,3,3,0,0,2,1,0,0,2,1,0,0,0,0,0,4,NT,5.5,-21.0,"Bagot Rd [N], Osgood Dr [E], Bagot Rd [S], Totem Rd [W]",Darwin,-12.402638,14,0,14,6,18,24,3,4,7,3,4,7,0,0,0,130.856105,0,5514,2025
29/07/2025,0,9,4,0,0,1,2,0,12,0,0,0,2,1,2,0,0,0,0,0,4,NT,9.0,25.0,"Bagot Rd [N], Old McMillans Rd [E], Bagot Rd [S], Old McMillans Rd [W]",Darwin,-12.395324,13,14,27,3,1,4,12,12,24,5,6,11,0,0,0,130.856016,1,5515,2025
29/07/2025,2,14,0,0,4,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,3,NT,10.0,5.0,"Trower Rd [NE], Sabine Rd [SE], Trower Rd [SW]",Darwin,-12.387763,16,10,26,5,5,10,9,15,24,0,0,0,0,0,0,130.858441,1,5516,2025
5/08/2025,31,3,1,0,5,0,1,0,3,0,0,0,4,2,0,0,0,0,0,0,4,NT,13.0,20.0,"McMillans Rd & McMillans Rd Path [E], McMillans Rd [SW], Path to Old McMillans Rd [W], Sabine Rd [NW]",Darwin,-12.39561,35,12,47,6,33,39,3,3,6,6,2,8,0,0,0,130.862539,1,5517,2025
29/07/2025,5,12,21,0,9,0,8,0,4,1,0,0,11,6,0,0,0,0,0,0,4,NT,31.0,17.0,"Trower Rd [E], Rapid Creek Rd [S], Trower Rd [W], Rapid Creek Rd [N]",Darwin,-12.385471,38,24,62,17,12,29,5,12,17,17,29,46,0,0,0,130.864514,0,5518,2025
5/08/2025,1,7,0,0,0,4,2,0,13,0,0,0,0,0,0,0,0,0,0,0,4,NT,12.0,-9.0,"Trower Rd [N], Vanderlin Dr [E], Trower Rd [S], Casuarina Shops [W]",Darwin,-12.375801,8,13,21,6,1,7,13,11,24,0,2,2,0,0,0,130.88271,0,5519,2025
29/07/2025,7,2,1,0,4,6,0,0,5,2,2,0,1,6,1,0,0,0,0,0,4,NT,15.0,1.0,"Lee Point Rd [N], Vanderlin Dr [E], Lee Point Rd [S], Vanderlin Rd [W]",Darwin,-12.377512,10,10,20,10,15,25,9,9,18,8,3,11,0,0,0,130.890756,0,5520,2025
29/07/2025,1,6,0,0,1,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,3,NT,9.0,1.0,"Vanderlin Dr/Bike Path [SE], Mueller Rd [SW], Vanderlin Dr/Bike Path [NW]",Darwin,-12.390698,7,13,20,1,5,6,16,6,22,0,0,0,0,0,0,130.911463,0,5521,2025
29/07/2025,5,1,0,0,11,4,3,0,4,3,1,0,0,1,0,0,0,0,0,0,4,NT,8.5,-6.0,"Vanderlin Dr [N], McMillans Rd [SE], Vanderlin Dr [S], McMillans Rd [NW]",Darwin,-12.410151,6,15,21,18,9,27,8,5,13,1,4,5,0,0,0,130.922994,0,5523,2025
