Count_Date,Leg1-2,Leg1-3,Leg1-4,Leg1-5,Leg2-1,Leg2-3,Leg2-4,Leg2-5,Leg3-1,Leg3-2,Leg3-4,Leg3-5,Leg4-1,Leg4-2,Leg4-3,Leg4-5,Leg5-1,Leg5-2,Leg5-3,Leg5-4,Legs,State,Trips/hour,comparison,description,electorate,latitude,leg1_enter,leg1_exit,leg1_total,leg2_enter,leg2_exit,leg2_total,leg3_enter,leg3_exit,leg3_total,leg4_enter,leg4_exit,leg4_total,leg5_enter,leg5_exit,leg5_total,longitude,not known,site_id,year
24/08/2021,0,5,3,0,5,3,6,0,13,0,0,0,2,2,0,0,0,0,0,0,4,NT,21.2,-0.204081633,"Rossiter St [NE], Ryland Rd [SE], Rossiter St [SW], Ryland Rd [NW]",Darwin,-12.380754,8,20,28,14,2,16,13,8,21,4,9,13,0,0,0,130.85885,0,5481,2021
27/07/2021,3,29,15,0,7,0,2,0,33,6,0,0,23,4,0,0,0,0,0,0,4,NT,67.0,0.140186916,"Casuarina Dr/Shared Path [E], Nightcliff Rd [SE], Casuarina Dr/Shared Path [SW], Foreshore Shared Path [W]",Darwin,-12.376827,47,63,110,9,13,22,39,29,68,27,17,44,0,0,0,130.849571,0,5480,2021
27/07/2021,14,4,0,0,17,28,0,0,8,28,0,0,0,0,0,0,0,0,0,0,3,NT,49.6,0.867924528,"Progress Dr [E], Dick Ward Dr [S], Progress Dr [W]",Darwin,-12.387972,18,25,43,45,42,87,36,32,68,0,0,0,0,0,0,130.852268,0,5478,2021
24/08/2021,1,62,0,0,1,3,0,0,41,2,0,0,0,0,0,0,0,0,0,0,3,NT,58.6,0.25,"Dick Ward Dr [N], Fitzer Dr [E], Dick Ward Dr [S]",Darwin,-12.410053,63,42,105,4,3,7,43,65,108,0,0,0,0,0,0,130.8505,0,5477,2021
24/08/2021,7,52,0,0,6,3,0,0,35,3,0,0,0,0,0,0,0,0,0,0,3,NT,57.0,0.177777778,"Dick Ward Dr [NE], Douglas St [SE], Dick Ward Dr [SW]",Darwin,-12.42052,59,41,100,9,10,19,38,55,93,0,0,0,0,0,0,130.847323,0,5476,2021
27/07/2021,7,45,0,0,11,17,0,0,31,24,0,0,0,0,0,0,0,0,0,0,3,NT,71.0,0.336633663,"Dick Ward Dr [E], Ross Smith Ave [SE], Ross Smith Ave [W]",Darwin,-12.424494,52,42,94,28,31,59,55,62,117,0,0,0,0,0,0,130.838362,0,5475,2021
27/07/2021,18,1,0,0,0,15,0,0,3,53,0,0,0,0,0,0,0,0,0,0,3,NT,48.0,0.046511628,"Gregory St [E], East Point Rd [S], East Point Rd [N]",Darwin,-12.432258,19,3,22,15,71,86,56,16,72,0,0,0,0,0,0,130.837681,0,5474,2021
27/07/2021,3,27,12,0,1,1,15,0,10,0,22,0,2,0,0,0,0,0,0,0,4,NT,55.0,-0.122641509,"East Point Rd [N], Goyder Rd [E], Gilruth Ave [SW], Goyder Rd [W]",Darwin,-12.438015,42,13,55,17,3,20,32,28,60,2,49,51,0,0,0,130.837831,1,5473,2021
24/08/2021,2,2,8,3,0,9,7,0,4,8,0,0,3,16,0,0,4,0,0,0,5,NT,40.8,0.178571429,"Atkins Dr [N], Gilruth Ave [NE], Gardens Rd [SE], Gilruth Ave [S], Maria Liveris Dr [SW]",Darwin,-12.444327,15,11,26,16,26,42,12,11,23,19,15,34,4,3,7,130.834038,0,5472,2021
27/07/2021,0,0,22,1,0,5,26,0,1,1,0,0,4,7,0,0,3,0,1,5,5,NT,39.4,-0.146067416,"Stuart Hwy path [N], Stuart Hwy [NE], McMinn St [SE], Daly St [SW], McMinn St [NW]",Darwin,-12.454653,23,8,31,31,8,39,2,6,8,11,53,64,9,1,10,130.839183,0,5507,2021
27/07/2021,3,51,0,0,11,4,0,0,29,2,0,0,0,0,0,0,0,0,0,0,3,NT,50.4,0.030927835,"Stuart Hwy/Bike Path [N], Westralia St [E], Stuart Hwy/Bike Path [S]",Darwin,-12.445064,54,40,94,15,5,20,31,55,86,0,0,0,0,0,0,130.84106,4,5508,2021
24/08/2021,3,0,3,0,2,4,4,0,2,2,0,0,7,2,0,0,0,0,0,0,4,NT,15.4,-0.033333333,"Tiger Brennan Dr [NE], Stoddart Dr [SE], Tiger Brennan Dr [SW], Woolner Rd [NW]",Darwin,-12.43842,6,11,17,10,7,17,4,4,8,9,7,16,0,0,0,130.850134,2,5509,2021
27/07/2021,38,1,0,0,17,0,6,0,4,0,0,0,0,15,4,0,0,0,0,0,4,NT,44.2,-0.114583333,"Stuart Hwy [E], Stuart Hwy [SW], Stokes St [W], Parap Rd [N]",Darwin,-12.435826,39,21,60,23,53,76,4,5,9,19,6,25,0,0,0,130.843351,14,5510,2021
24/08/2021,31,0,0,0,15,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,NT,26.8,0.0,"Stuart Hwy [NE], Stuart Hwy [SW], Ross Smith Ave [NW]",Darwin,-12.432985,31,15,46,16,36,52,5,1,6,0,0,0,0,0,0,130.849083,11,5511,2021
24/08/2021,1,5,3,0,1,1,0,0,13,0,2,0,5,14,24,0,0,0,0,0,4,NT,30.6,-0.28125,"Stuart Hwy [NE], Snell St [SE], Stuart Hwy [SW], Bagot Rd [N]",Darwin,-12.429357,9,19,28,2,15,17,15,30,45,43,5,48,0,0,0,130.856979,0,5512,2021
24/08/2021,29,2,0,0,13,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,3,NT,20.4,-0.122807018,"Bagot Rd [N], Bagot Rd [S], Fitzer Dr [W]",Darwin,-12.410494,31,14,45,14,33,47,5,3,8,0,0,0,0,0,0,130.856116,1,5513,2021
24/08/2021,0,0,0,0,0,1,13,0,0,0,5,0,0,14,1,0,0,0,0,0,4,NT,18.6,-0.433333333,"Osgood Dr [E], Bagot Rd [S], Totem Rd [W], Bagot Rd [N]",Darwin,-12.402638,0,0,0,14,14,28,5,2,7,15,18,33,0,0,0,130.856105,0,5514,2021
27/07/2021,0,7,0,0,0,4,2,0,13,1,1,0,0,2,0,0,0,0,0,0,4,NT,14.0,-0.318181818,"Bagot Rd [N], Old McMillans Rd [E], Bagot Rd [S], Old McMillans Rd [W]",Darwin,-12.395324,7,13,20,6,3,9,15,11,26,2,3,5,0,0,0,130.856016,0,5515,2021
27/07/2021,3,9,0,0,1,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0,3,NT,15.0,-0.137931034,"Trower Rd [NE], Sabine Rd [SE], Trower Rd [SW]",Darwin,-12.387763,12,11,23,2,4,6,11,10,21,0,0,0,0,0,0,130.858441,1,5516,2021
27/07/2021,27,2,0,0,6,1,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,NT,18.4,-0.222222222,"McMillans Rd [E], McMillans Rd [SW], Sabine Rd [NW]",Darwin,-12.39561,29,9,38,7,30,37,6,3,9,0,0,0,0,0,0,130.862539,0,5517,2021
27/07/2021,2,9,25,0,2,0,4,0,14,2,4,0,15,4,1,0,0,0,0,0,4,NT,46.8,-0.012048193,"Trower Rd [E], Rapid Creek Rd [S], Trower Rd [W], Rapid Creek Rd [N]",Darwin,-12.385471,36,31,67,6,8,14,20,10,30,20,33,53,0,0,0,130.864514,1,5518,2021
27/07/2021,7,0,7,0,4,0,11,0,0,0,0,0,2,6,3,0,0,0,0,0,4,NT,17.8,-0.215686275,"Trower Rd [N], Vanderlin Dr [E], Trower Rd [S], Casuarina Shops [W]",Darwin,-12.375801,14,6,20,15,13,28,0,3,3,11,18,29,0,0,0,130.88271,2,5519,2021
27/07/2021,5,7,8,0,6,6,2,0,4,1,5,0,3,4,1,0,0,0,0,0,4,NT,30.6,0.209302326,"Lee Point Rd [N], Vanderlin Dr [E], Lee Point Rd [S], Vanderlin Rd [W]",Darwin,-12.377512,20,13,33,14,10,24,10,14,24,8,15,23,0,0,0,130.890756,0,5520,2021
7/09/2021,0,7,0,0,0,2,0,0,12,1,0,0,0,0,0,0,0,0,0,0,3,NT,11.8,-0.52173913,"Vanderlin Dr/Bike Path [SE], Mueller Rd [SW], Vanderlin Dr/Bike Path [NW]",Darwin,-12.390698,7,12,19,2,1,3,13,9,22,0,0,0,0,0,0,130.911463,0,5521,2021
27/07/2021,9,4,2,0,5,2,0,0,0,0,4,0,1,4,7,0,0,0,0,0,4,NT,23.8,-0.472222222,"Vanderlin Dr [N], McMillans Rd [SE], Vanderlin Dr [S], McMillans Rd [NW]",Darwin,-12.410151,15,6,21,7,13,20,4,13,17,12,6,18,0,0,0,130.922994,3,5523,2021
27/07/2021,0,5,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,NT,8.0,-0.363636364,"Roystonea Ave [SE], University Ave [SW], Roystonea Ave [NW]",Palmerston,-12.475906,5,0,5,7,2,9,2,12,14,0,0,0,0,0,0,130.985374,0,5501,2021
7/09/2021,1,21,6,0,0,0,1,0,6,0,1,0,0,2,2,0,0,0,0,0,4,NT,19.8,0.025641026,"Garramilla Blvd [NE], McMinn St [SE], Garramilla Blvd [SW], McMinn St [NW]",Darwin,-12.458133,28,6,34,1,3,4,7,23,30,4,8,12,0,0,0,130.8427,0,7351,2021
24/08/2021,2,5,8,0,7,1,20,0,22,0,4,0,13,7,2,0,0,0,0,0,4,NT,47.6,0.083333333,"Fox Cr [NE], Nightcliff Rd [SE], Camphor St [SW], Nightcliff Rd [NW]",Darwin,-12.382654,15,42,57,28,9,37,26,8,34,22,32,54,0,0,0,130.853932,0,7249,2021
24/08/2021,0,2,2,0,1,0,1,0,3,0,0,0,1,1,1,0,0,0,0,0,4,NT,5.4,1.4,"Berrimah Rd [N], Tiger Brennan Dr [E], Berrimah Rd [S], Tiger Brennan Dr [W]",Darwin,-12.45,4,5,9,2,1,3,3,3,6,3,3,6,0,0,0,130.9235,0,7130,2021
27/07/2021,2,11,0,0,7,6,0,0,10,3,0,0,0,0,0,0,0,0,0,0,3,NT,21.6,0.026315789,"Dripstone Rd [SE], Lakeside Dr [SW], Dripstone Rd [NW]",Darwin,-12.374524,13,17,30,13,5,18,13,17,30,0,0,0,0,0,0,130.87454,0,7123,2021
24/08/2021,0,6,14,0,0,4,3,0,3,5,1,1,5,0,0,0,1,0,0,0,5,NT,23.4,-0.065217391,"Tiger Brennan Drive north bound [N], Frances Bay Drive north bound [NE], Frances Bay Drive south bound [S], Tiger Brennan Drive south bound [SW], Dinah Beach Rd [W]",Darwin,-12.45294,20,9,29,7,5,12,10,10,20,5,18,23,1,1,2,130.847549,0,6949,2021
24/08/2021,6,4,0,0,9,4,0,0,5,1,0,0,0,0,0,0,0,0,0,0,3,NT,14.0,0.0,"Trower Rd [N], Trower Rd [S], Dripstone Rd [W]",Darwin,-12.377574,10,14,24,13,7,20,6,8,14,0,0,0,0,0,0,130.88217,0,6830,2021
27/07/2021,21,5,0,0,8,12,0,0,1,5,0,0,0,0,0,0,0,0,0,0,3,NT,28.8,-0.1875,"Lee Point Rd [N], Lee Point Rd [S], Tambling Tce [W]",Darwin,-12.366516,26,9,35,20,26,46,6,17,23,0,0,0,0,0,0,130.892152,0,6808,2021
24/08/2021,0,2,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,NT,3.8,-0.555555556,"Rothdale Rd [S], Freshwater Rd [W], Rothdale Rd [N]",Darwin,-12.391632,2,6,8,1,0,1,5,2,7,0,0,0,0,0,0,130.877968,0,6188,2021
27/07/2021,0,29,0,0,2,5,0,0,77,34,0,0,0,0,0,0,0,0,0,0,3,NT,86.6,0.006849315,"Casuarina Foreshore Path [N], Casuarina Foreshore Path [E], Casuarina Foreshore Path [S]",Darwin,-12.371739,29,79,108,7,34,41,111,34,145,0,0,0,0,0,0,130.863139,2,5981,2021
27/07/2021,46,22,0,0,14,14,0,0,27,23,0,0,0,0,0,0,0,0,0,0,3,NT,75.6,0.269565217,"Dick Ward Dr [E], East point Rd/Bike Path [S], East Point Rd/Bike Path [NW]",Darwin,-12.424536,68,41,109,28,69,97,50,36,86,0,0,0,0,0,0,130.835473,0,5585,2021
27/07/2021,1,7,4,0,3,1,14,0,1,1,1,0,2,12,3,0,0,0,0,0,4,NT,26.6,0.351351351,"Vanderlin Dr [N], Stuart Hwy [E], Berrimah Rd [S], Stuart Hwy [W]",Darwin,-12.433465,12,6,18,18,14,32,3,11,14,17,19,36,0,0,0,130.923379,0,5528,2021
24/08/2021,4,0,1,0,2,0,17,0,0,1,0,0,1,20,0,0,0,0,0,0,4,NT,23.6,-0.192982456,"Amy Johnson Ave [N], Stuart Hwy [E], Amy Johnson Ave [SW], Stuart Hwy [W]",Darwin,-12.427641,5,3,8,19,25,44,1,0,1,21,18,39,0,0,0,130.907681,0,5527,2021
27/07/2021,5,3,2,0,3,1,21,0,1,0,0,0,0,11,1,0,0,0,0,0,4,NT,20.0,-0.076923077,"Lee Point Rd [N], McMillans Rd [E], Marrara Dr [S], McMillans Rd [W]",Darwin,-12.39541,10,4,14,25,16,41,1,5,6,12,23,35,0,0,0,130.882965,19,5526,2021
24/08/2021,8,0,5,0,3,1,32,0,0,0,1,0,8,10,0,0,0,0,0,0,4,NT,27.8,0.046153846,"Rothdale Rd [N], McMillans Rd [E], Henry Wrigley Dr [S], McMillans Rd [W]",Darwin,-12.395413,13,11,24,36,18,54,1,1,2,18,38,56,0,0,0,130.878263,0,5525,2021
24/08/2021,4,21,2,0,0,1,0,0,13,4,2,0,5,11,0,0,0,0,0,0,4,NT,34.4,0.05,"McMillans Rd [E], Charles Eaton Dr [SE], McMillans Rd [W], Rapid Crk Cyclepath [NW]",Darwin,-12.395447,27,18,45,1,19,20,19,22,41,16,4,20,0,0,0,130.871723,0,5524,2021
27/07/2021,8,3,0,0,9,22,0,0,8,6,0,0,0,0,0,0,0,0,0,0,3,NT,25.6,-0.138461538,"McMillans Rd [NE], Stuart Hwy [SE], Stuart Hwy [NW]",Palmerston,-12.444442,11,17,28,31,14,45,14,25,39,0,0,0,0,0,0,130.952575,1,5500,2021
27/07/2021,4,1,1,0,2,2,7,0,0,7,0,0,1,6,1,0,0,0,0,0,4,NT,20.2,-0.219512195,"Roystonea Ave [N], Lambrick Ave [E], Roystonea Ave [S], Lambrick Ave [W]",Palmerston,-12.502173,6,3,9,11,17,28,7,4,11,8,8,16,0,0,0,130.998955,1,5982,2021
27/07/2021,5,4,0,0,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,4,NT,8.0,0.666666667,"Temple Terrace [NE], Farrar Boulevard [SE], Temple Terrace [SW], Toupein Road [NW]",Palmerston,-12.476771,9,5,14,4,5,9,1,4,5,1,1,2,0,0,0,130.99263,0,6951,2021
24/08/2021,0,1,0,0,0,4,15,0,0,0,3,0,1,7,0,0,0,0,0,0,4,NT,15.8,0.722222222,"Howard Springs Rd [NE], Howard Springs shared path [SE], Howard Springs Rd [SW], Howard Springs shared path [NW]",Palmerston,-12.493,1,1,2,19,7,26,3,5,8,8,18,26,0,0,0,131.019,0,7129,2021
24/08/2021,1,2,0,0,5,3,4,0,1,1,1,0,0,1,1,0,0,0,0,0,4,NT,9.2,-0.428571429,"Yarrawonga Rd [NE], Roystonea Ave [SE], Packard Ave [W], Roystonea Ave [NW]",Palmerston,-12.473,3,6,9,12,3,15,3,6,9,2,5,7,0,0,0,130.983,1,7127,2021
24/08/2021,0,0,1,0,0,6,22,0,1,1,10,0,0,2,1,0,0,0,0,0,4,NT,23.4,0.466666667,"Lambrick Ave [E], Zuccoli Pde [S], Lambrick Ave [W], Farrar Blvd [N]",Palmerston,-12.501095,1,1,2,28,3,31,12,7,19,3,33,36,0,0,0,131.006133,2,6566,2021
27/07/2021,2,3,0,0,0,3,6,0,1,2,2,0,1,2,0,0,0,0,0,0,4,NT,11.0,0.222222222,"Temple Tce [NE], Roystonea Ave/Footpath [SE], Temple Tce/Footpath [SW], Roystonea Ave/Footpath [NW]",Palmerston,-12.479334,5,2,7,9,6,15,5,6,11,3,8,11,0,0,0,130.988479,0,6807,2021
7/09/2021,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,NT,6.2,2.0,"University Ave [E], Elrundie Ave [S], Kirkland Rd [W]",Palmerston,-12.481,4,8,12,8,4,12,0,0,0,0,0,0,0,0,0,130.97,0,7128,2021
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023
25/07/2023,4,1,0,0,1,10,0,0,0,38,0,0,0,0,0,0,0,0,0,0,3,NT,32.2,-0.422222222,"Gregory St [E], East Point Rd [S], East Point Rd [N]",Darwin,-12.432258,5,1,6,11,42,53,38,11,49,0,0,0,0,0,0,130.837681,2,5474,2023
1/08/2023,3,31,5,0,3,1,10,0,6,1,9,0,1,1,1,0,0,0,0,0,4,NT,39.8,-0.290322581,"East Point Rd [N], Goyder Rd [E], Gilruth Ave [SW], Goyder Rd [W]",Darwin,-12.438015,39,10,49,14,5,19,16,33,49,3,24,27,0,0,0,130.837831,5,5473,2023
25/07/2023,0,0,10,0,1,19,1,1,1,5,2,1,10,7,0,0,0,1,1,0,5,NT,32.4,-0.181818182,"Atkins Dr [N], Gilruth Ave [NE], Gardens Rd [SE], Gilruth Ave [S], Maria Liveris Dr [SW]",Darwin,-12.444327,10,12,22,22,13,35,9,20,29,17,13,30,2,2,4,130.834038,3,5472,2023
25/07/2023,4,7,0,0,8,2,10,0,9,2,5,0,3,8,4,0,0,0,0,0,4,NT,32.0,-0.19047619,"Gilruth Ave [N], Smith St [SE], Lambell Tce [SW], Kahlin Ave [NW]",Darwin,-12.452352,11,20,31,20,14,34,16,13,29,15,15,30,0,0,0,130.830522,2,5471,2023
25/07/2023,7,9,0,0,16,16,0,0,54,6,0,0,0,0,0,0,0,0,0,0,3,NT,64.4,-0.50462963,"Rapid Creek Path Bridge [N], Foreshore Path [SE], Foreshore Path [W]",Darwin,-12.376238,16,70,86,32,13,45,60,25,85,0,0,0,0,0,0,130.860332,0,5483,2023
1/08/2023,4,2,0,0,10,15,0,0,7,5,0,0,0,0,0,0,0,0,0,0,3,NT,22.0,-0.142857143,"Chapman Rd [NE], Nightcliff Rd [SE], Nightcliff Rd [NW]",Darwin,-12.384294,6,17,23,25,9,34,12,17,29,0,0,0,0,0,0,130.855426,1,5482,2023
25/07/2023,2,0,3,0,3,6,1,0,3,0,1,0,0,1,1,0,0,0,0,0,4,NT,10.2,-0.487179487,"Rossiter St [NE], Ryland Rd [SE], Rossiter St [SW], Ryland Rd [NW]",Darwin,-12.380754,5,6,11,10,3,13,4,7,11,2,5,7,0,0,0,130.85885,0,5481,2023
25/07/2023,2,7,7,0,4,3,2,0,23,4,0,0,7,1,0,0,0,0,0,0,4,NT,35.2,-0.524590164,"Casuarina Dr/Shared Path [E], Nightcliff Rd [SE], Casuarina Dr/Shared Path [SW], Foreshore Shared Path [W]",Darwin,-12.376827,16,34,50,9,7,16,27,10,37,8,9,17,0,0,0,130.849571,3,5480,2023
25/07/2023,4,4,0,0,5,10,0,0,3,15,0,0,0,0,0,0,0,0,0,0,3,NT,24.8,-0.595959596,"Progress Dr [E], Dick Ward Dr [S], Progress Dr [W]",Darwin,-12.387972,8,8,16,15,19,34,18,14,32,0,0,0,0,0,0,130.852268,0,5478,2023
25/07/2023,0,38,0,0,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,3,NT,35.2,-0.5,"Dick Ward Dr [N], Fitzer Dr [E], Dick Ward Dr [S]",Darwin,-12.410053,38,17,55,1,1,2,18,39,57,0,0,0,0,0,0,130.8505,3,5477,2023
25/07/2023,7,36,0,0,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,NT,36.0,-0.443396226,"Dick Ward Dr [NE], Douglas St [SE], Dick Ward Dr [SW]",Darwin,-12.42052,43,18,61,2,7,9,16,36,52,0,0,0,0,0,0,130.847323,0,5476,2023
25/07/2023,7,34,0,0,1,3,0,0,12,3,0,0,0,0,0,0,0,0,0,0,3,NT,36.0,-0.57037037,"Dick Ward Dr [E], Ross Smith Ave [SE], Ross Smith Ave [W]",Darwin,-12.424494,41,13,54,4,10,14,15,37,52,0,0,0,0,0,0,130.838362,0,5475,2023
8/08/2023,8,6,5,0,5,4,9,0,1,2,12,0,1,1,2,0,0,0,0,0,4,NT,33.6,0.068181818,"Lambrick Ave [E], Zuccoli Pde [S], Lambrick Ave [W], Farrar Blvd [N]",Palmerston,-12.501095,19,7,26,18,11,29,15,12,27,4,26,30,0,0,0,131.006133,0,6566,2023
8/08/2023,4,0,0,0,4,4,0,0,2,6,0,0,0,0,0,0,0,0,0,0,3,NT,10.8,0.416666667,"University Ave [E], Elrundie Ave [S], Kirkland Rd [W]",Palmerston,-12.481,4,6,10,8,10,18,8,4,12,0,0,0,0,0,0,130.97,0,7128,2023
9/08/2023,0,1,0,0,7,4,2,0,1,2,2,0,0,1,0,0,0,0,0,0,4,NT,9.8,0.2,"Temple Terrace [NE], Farrar Boulevard [SE], Temple Terrace [SW], Toupein Road [NW]",Palmerston,-12.476771,1,8,9,13,3,16,5,5,10,1,4,5,0,0,0,130.99263,2,6951,2023
15/08/2023,1,3,0,0,0,3,0,0,2,7,0,0,0,0,0,0,0,0,0,0,3,NT,6.2,0.142857143,"Roystonea Ave [SE], University Ave [SW], Roystonea Ave [NW]",Palmerston,-12.475906,4,2,6,3,8,11,9,6,15,0,0,0,0,0,0,130.985374,0,5501,2023
1/08/2023,0,8,19,0,1,0,2,0,9,0,0,0,14,6,1,0,0,0,0,0,4,NT,30.6,-0.304878049,"Trower Rd [E], Rapid Creek Rd [S], Trower Rd [W], Rapid Creek Rd [N]",Darwin,-12.385471,27,24,51,3,6,9,9,9,18,21,21,42,0,0,0,130.864514,0,5518,2023
1/08/2023,0,10,2,0,6,6,0,0,7,5,1,0,0,0,2,0,0,0,0,0,4,NT,17.8,-0.125,"Trower Rd [N], Vanderlin Dr [E], Trower Rd [S], Casuarina Shops [W]",Darwin,-12.375801,12,13,25,12,5,17,13,18,31,2,3,5,0,0,0,130.88271,0,5519,2023
25/07/2023,0,1,1,0,2,4,7,0,6,4,4,0,1,2,2,0,0,0,0,0,4,NT,20.0,-0.384615385,"Lee Point Rd [N], Vanderlin Dr [E], Lee Point Rd [S], Vanderlin Rd [W]",Darwin,-12.377512,2,9,11,13,6,19,14,7,21,5,12,17,0,0,0,130.890756,4,5520,2023
1/08/2023,0,5,0,0,1,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,NT,13.2,0.045454545,"Vanderlin Dr/Bike Path [SE], Mueller Rd [SW], Vanderlin Dr/Bike Path [NW]",Darwin,-12.390698,5,16,21,3,0,3,15,7,22,0,0,0,0,0,0,130.911463,0,5521,2023
25/07/2023,2,0,0,0,6,5,10,0,0,3,5,0,0,12,0,0,0,0,0,0,4,NT,16.8,0.0,"Vanderlin Dr [N], McMillans Rd [SE], Vanderlin Dr [S], McMillans Rd [NW]",Darwin,-12.410151,2,6,8,21,17,38,8,5,13,12,15,27,0,0,0,130.922994,0,5523,2023
25/07/2023,1,20,3,0,1,0,0,0,11,2,1,0,4,4,0,0,0,0,0,0,4,NT,21.0,-0.285714286,"McMillans Rd [E], Charles Eaton Dr [SE], McMillans Rd [W], Rapid Crk Cyclepath [NW]",Darwin,-12.395447,24,16,40,1,7,8,14,20,34,8,4,12,0,0,0,130.871723,0,5524,2023
25/07/2023,2,5,2,0,0,2,19,0,0,0,0,0,1,13,0,0,0,0,0,0,4,NT,19.2,-0.367647059,"Rothdale Rd [N], McMillans Rd [E], Henry Wrigley Dr [S], McMillans Rd [W]",Darwin,-12.395413,9,1,10,21,15,36,0,7,7,14,21,35,0,0,0,130.878263,9,5525,2023
25/07/2023,1,3,4,0,1,1,18,0,2,1,0,0,1,15,1,0,0,0,0,0,4,NT,21.4,-0.041666667,"Lee Point Rd [N], McMillans Rd [E], Marrara Dr [S], McMillans Rd [W]",Darwin,-12.39541,8,4,12,20,17,37,3,5,8,17,22,39,0,0,0,130.882965,0,5526,2023
15/08/2023,1,0,8,0,1,1,8,0,0,0,2,0,1,8,0,0,0,0,0,0,4,NT,17.2,-0.347826087,"Amy Johnson Ave [N], Stuart Hwy [E], Amy Johnson Ave [SW], Stuart Hwy [W]",Darwin,-12.427641,9,2,11,10,9,19,2,1,3,9,18,27,0,0,0,130.907681,2,5527,2023
