Count_Date,State,Trips/hour,comparison,description,electorate,latitude,longitude,not known,site_id,year,Legs
2025-07-29,NT,4.0, ,"Bike Parking at Jetty [NE], Taking Bike on Ferry [SE], Charles Point Rd [W]",Darwin,-12.442882,130.766309,0,8569.0,2025,3.0
2025-08-05,NT,22.0, ,"Tiger Brennan Rd Path [NE], Woolner Rd [S], Unofficial Path to Flinders Dr [W], Woolner Rd [NW]",Darwin,-12.441461,130.848561,0,8570.0,2025,4.0
2025-08-12,NT,3.5, ,"Benison Rd [N], Tiger Brennan Dr [E], Tiger Brennan Dr [W]",Darwin,-12.432987,130.860141,0,8571.0,2025,3.0
2025-07-29,NT,14.0, ,"McMillans Rd [SE], Amy Johnson Ave Footpath and Road [SW], McMillans Rd [NW]",Darwin,-12.406401,130.916312,0,8572.0,2025,3.0
2025-07-29,NT,17.0, ,"Trower Rd [NE], Bagot Rd [SW], Nightcliff Rd [NW]",Darwin,-12.388682,130.856523,0,8573.0,2025,3.0
2025-07-29,NT,17.5, ,"Lakeside Dr [N], Trower Rd [E], Trower Rd [SW]",Darwin,-12.384022,130.868683,2,8574.0,2025,3.0
2025-07-29,NT,21.5,1,"Roystonea Ave [N], Lambrick Ave [E], Roystonea Ave [S], Lambrick Ave [W]",Palmerston,-12.502173,130.998955,0,5982.0,2025,4.0
2025-07-29,NT,32.5,8,"Lambrick Ave [E], Zuccoli Pde [S], Lambrick Ave [W], Farrar Blvd [N]",Palmerston,-12.501095,131.006133,0,6566.0,2025,4.0
2025-07-29,NT,8.0,-3,"Yarrawonga Rd [NE], Roystonea Ave [SE], Packard Ave [W], Roystonea Ave [NW]",Palmerston,-12.473,130.983,1,7127.0,2025,4.0
2025-07-29,NT,26.5,18,"Howard Springs Rd [NE], Howard Springs shared path [SE], Howard Springs Rd [SW], Howard Springs shared path [NW]",Palmerston,-12.493,131.019,0,7129.0,2025,4.0
2025-07-29,NT,1.5, ,"Chung Wah Terrace [NE], Elrundie Ave. [SE], Elrundie Ave. [NW]",Palmerston,-12.516414,130.975273,0,8579.0,2025,3.0
2025-07-29,NT,13.0, ,"Coolalinga Shared Path [NE], Gravel path [SE], Path towards Grice Cres [SW], Gravel path [NW]",Palmerston,-12.516732,131.041846,0,8580.0,2025,4.0
2025-08-05,NT,5.5,-7,"University Ave [E], Elrundie Ave [S], Kirkland Rd [W], Hedley Pl [N]",Palmerston,-12.481,130.97,0,7128.0,2025,4.0
2025-08-12,NT,14.0,10,"McMillans Rd [NE], Stuart Hwy [SE], Stuart Hwy [NW]",Palmerston,-12.444442,130.952575,0,5500.0,2025,3.0
2025-08-12,NT,6.5, ,"Elrundie Ave [N], Tilston Ave [E], Elrundie Ave [SW]",Palmerston,-12.494372,130.968777,0,8578.0,2025,3.0
2025-08-19,NT,5.5,-8,"Temple Terrace [NE], Farrar Boulevard [SE], Temple Terrace [SW], Toupein Road [NW]",Palmerston,-12.476771,130.99263,0,6951.0,2025,4.0
2025-08-19,NT,0.0, ,"Tulagi Rd [N], Stuart Hwy [E], Shared Path [S], Stuart Hwy [W]",Palmerston,-12.470832,130.989802,0,8576.0,2025,4.0
2023-07-25,NT,32.0,-0.19047619,"Gilruth Ave [N], Smith St [SE], Lambell Tce [SW], Kahlin Ave [NW]",Darwin,-12.452352,130.830522,2,5471.0,2023,4.0
2023-07-25,NT,32.4,-0.181818182,"Atkins Dr [N], Gilruth Ave [NE], Gardens Rd [SE], Gilruth Ave [S], Maria Liveris Dr [SW]",Darwin,-12.444327,130.834038,3,5472.0,2023,5.0
2023-08-01,NT,39.8,-0.290322581,"East Point Rd [N], Goyder Rd [E], Gilruth Ave [SW], Goyder Rd [W]",Darwin,-12.438015,130.837831,5,5473.0,2023,4.0
2023-07-25,NT,32.2,-0.422222222,"Gregory St [E], East Point Rd [S], East Point Rd [N]",Darwin,-12.432258,130.837681,2,5474.0,2023,3.0
2023-07-25,NT,36.0,-0.57037037,"Dick Ward Dr [E], Ross Smith Ave [SE], Ross Smith Ave [W]",Darwin,-12.424494,130.838362,0,5475.0,2023,3.0
2023-07-25,NT,36.0,-0.443396226,"Dick Ward Dr [NE], Douglas St [SE], Dick Ward Dr [SW]",Darwin,-12.42052,130.847323,0,5476.0,2023,3.0
2023-07-25,NT,35.2,-0.5,"Dick Ward Dr [N], Fitzer Dr [E], Dick Ward Dr [S]",Darwin,-12.410053,130.8505,3,5477.0,2023,3.0
2023-07-25,NT,24.8,-0.595959596,"Progress Dr [E], Dick Ward Dr [S], Progress Dr [W]",Darwin,-12.387972,130.852268,0,5478.0,2023,3.0
2023-07-25,NT,35.2,-0.524590164,"Casuarina Dr/Shared Path [E], Nightcliff Rd [SE], Casuarina Dr/Shared Path [SW], Foreshore Shared Path [W]",Darwin,-12.376827,130.849571,3,5480.0,2023,4.0
2023-07-25,NT,10.2,-0.487179487,"Rossiter St [NE], Ryland Rd [SE], Rossiter St [SW], Ryland Rd [NW]",Darwin,-12.380754,130.85885,0,5481.0,2023,4.0
2023-08-01,NT,22.0,-0.142857143,"Chapman Rd [NE], Nightcliff Rd [SE], Nightcliff Rd [NW]",Darwin,-12.384294,130.855426,1,5482.0,2023,3.0
2023-07-25,NT,64.4,-0.50462963,"Rapid Creek Path Bridge [N], Foreshore Path [SE], Foreshore Path [W]",Darwin,-12.376238,130.860332,0,5483.0,2023,3.0
2023-07-25,NT,39.0,0.350877193,"Rocklands Dr [N], Trower Rd [E], Trower Rd [W]",Darwin,-12.365103,130.87249,11,5484.0,2023,3.0
2023-07-25,NT,30.8,-0.232876712,"Rocklands Dr [E], Roper St [S], Rocklands Dr [W], Florey Ave [N]",Darwin,-12.359174,130.882951,7,5485.0,2023,4.0
2023-07-25,NT,26.6,-0.070175439,"Henbury Ave [N], Tambling Tce [E], Henbury Ave [S]",Darwin,-12.365755,130.885704,0,5486.0,2023,3.0
2023-07-25,NT,6.8,-0.3125,"Trower Rd [E], Rothdale Rd [S], Trower Rd [W]",Darwin,-12.382667,130.876676,0,5487.0,2023,3.0
2023-07-25,NT,24.2,0.146341463,"Lee Point Rd [NE], Lee Point Rd [SE], Parer Dr [SW], Parer Dr [NW]",Darwin,-12.386554,130.886736,0,5488.0,2023,4.0
2023-07-25,NT,38.2,-0.355263158,"Stuart Hwy path [N], Stuart Hwy [NE], McMinn St [SE], Daly St [SW], McMinn St [NW]",Darwin,-12.454653,130.839183,0,5507.0,2023,5.0
2023-07-25,NT,36.6,-0.47,"Stuart Hwy/Bike Path [N], Westralia St [E], Stuart Hwy/Bike Path [S]",Darwin,-12.445064,130.84106,4,5508.0,2023,3.0
2023-07-25,NT,16.2,0.0,"Tiger Brennan Dr [NE], Stoddart Dr [SE], Tiger Brennan Dr [SW], Woolner Rd [NW]",Darwin,-12.43842,130.850134,0,5509.0,2023,4.0
2023-07-25,NT,36.4,-0.305882353,"Stuart Hwy [E], Stuart Hwy [SW], Stokes St [W], Parap Rd [N]",Darwin,-12.435826,130.843351,0,5510.0,2023,4.0
2023-08-09,NT,34.0,0.192307692,"Stuart Hwy [NE], Stuart Hwy [SW], Ross Smith Ave [NW]",Darwin,-12.432985,130.849083,1,5511.0,2023,3.0
2023-07-25,NT,24.6,-0.347826087,"Stuart Hwy [NE], Snell St [SE], Stuart Hwy [SW], Bagot Rd [N]",Darwin,-12.429357,130.856979,1,5512.0,2023,4.0
2023-08-01,NT,19.8,-0.2,"Bagot Rd [N], Bagot Rd [S], Fitzer Dr [W]",Darwin,-12.410494,130.856116,1,5513.0,2023,3.0
2023-08-15,NT,22.4,0.323529412,"Osgood Dr [E], Bagot Rd [S], Totem Rd [W], Bagot Rd [N]",Darwin,-12.402638,130.856105,8,5514.0,2023,4.0
2023-07-25,NT,3.6,-0.766666667,"Bagot Rd [N], Old McMillans Rd [E], Bagot Rd [S], Old McMillans Rd [W]",Darwin,-12.395324,130.856016,0,5515.0,2023,4.0
2023-08-03,NT,12.8,-0.08,"Trower Rd [NE], Sabine Rd [SE], Trower Rd [SW]",Darwin,-12.387763,130.858441,1,5516.0,2023,3.0
2023-08-03,NT,14.8,-0.404761905,"McMillans Rd [E], McMillans Rd [SW], Sabine Rd [NW]",Darwin,-12.39561,130.862539,0,5517.0,2023,3.0
2023-08-01,NT,30.6,-0.304878049,"Trower Rd [E], Rapid Creek Rd [S], Trower Rd [W], Rapid Creek Rd [N]",Darwin,-12.385471,130.864514,0,5518.0,2023,4.0
2023-08-01,NT,17.8,-0.125,"Trower Rd [N], Vanderlin Dr [E], Trower Rd [S], Casuarina Shops [W]",Darwin,-12.375801,130.88271,0,5519.0,2023,4.0
2023-07-25,NT,20.0,-0.384615385,"Lee Point Rd [N], Vanderlin Dr [E], Lee Point Rd [S], Vanderlin Rd [W]",Darwin,-12.377512,130.890756,4,5520.0,2023,4.0
2023-08-01,NT,13.2,0.045454545,"Vanderlin Dr/Bike Path [SE], Mueller Rd [SW], Vanderlin Dr/Bike Path [NW]",Darwin,-12.390698,130.911463,0,5521.0,2023,3.0
2023-07-25,NT,16.8,0.0,"Vanderlin Dr [N], McMillans Rd [SE], Vanderlin Dr [S], McMillans Rd [NW]",Darwin,-12.410151,130.922994,0,5523.0,2023,4.0
2023-07-25,NT,21.0,-0.285714286,"McMillans Rd [E], Charles Eaton Dr [SE], McMillans Rd [W], Rapid Crk Cyclepath [NW]",Darwin,-12.395447,130.871723,0,5524.0,2023,4.0
2023-07-25,NT,19.2,-0.367647059,"Rothdale Rd [N], McMillans Rd [E], Henry Wrigley Dr [S], McMillans Rd [W]",Darwin,-12.395413,130.878263,9,5525.0,2023,4.0
2023-07-25,NT,21.4,-0.041666667,"Lee Point Rd [N], McMillans Rd [E], Marrara Dr [S], McMillans Rd [W]",Darwin,-12.39541,130.882965,0,5526.0,2023,4.0
2023-08-15,NT,17.2,-0.347826087,"Amy Johnson Ave [N], Stuart Hwy [E], Amy Johnson Ave [SW], Stuart Hwy [W]",Darwin,-12.427641,130.907681,2,5527.0,2023,4.0
2023-08-08,NT,19.6,-0.42,"Vanderlin Dr [N], Stuart Hwy [E], Berrimah Rd [S], Stuart Hwy [W]",Darwin,-12.433465,130.923379,7,5528.0,2023,4.0
2023-07-25,NT,54.0,-0.315068493,"Dick Ward Dr [E], East point Rd/Bike Path [S], East Point Rd/Bike Path [NW]",Darwin,-12.424536,130.835473,0,5585.0,2023,3.0
2023-07-25,NT,54.2,-0.360544218,"Casuarina Foreshore Path [N], Casuarina Foreshore Path [E], Casuarina Foreshore Path [S]",Darwin,-12.371739,130.863139,3,5981.0,2023,3.0
2023-08-08,NT,6.4,0.125,"Rothdale Rd [S], Freshwater Rd [W], Rothdale Rd [N]",Darwin,-12.391632,130.877968,0,6188.0,2023,3.0
2023-08-01,NT,17.4,-0.326923077,"Lee Point Rd [N], Lee Point Rd [S], Tambling Tce [W]",Darwin,-12.366516,130.892152,0,6808.0,2023,3.0
2023-08-01,NT,19.4,0.379310345,"Trower Rd [N], Trower Rd [S], Dripstone Rd [W]",Darwin,-12.377574,130.88217,0,6830.0,2023,3.0
2023-07-25,NT,26.0,-0.093023256,"Tiger Brennan Drive north bound [N], Frances Bay Drive north bound [NE], Frances Bay Drive south bound [S], Tiger Brennan Drive south bound [SW], Dinah Beach Rd [W]",Darwin,-12.45294,130.847549,0,6949.0,2023,5.0
2023-07-25,NT,17.8,0.0,"Dripstone Rd [SE], Lakeside Dr [SW], Dripstone Rd [NW]",Darwin,-12.374524,130.87454,2,7123.0,2023,3.0
2023-08-01,NT,6.6,0.083333333,"Berrimah Rd [N], Tiger Brennan Dr [E], Berrimah Rd [S], Tiger Brennan Dr [W]",Darwin,-12.45,130.9235,0,7130.0,2023,4.0
2023-07-25,NT,26.4,-0.428571429,"Fox Cr [NE], Nightcliff Rd [SE], Camphor St [SW], Nightcliff Rd [NW]",Darwin,-12.382654,130.853932,1,7249.0,2023,4.0
2023-07-25,NT,36.2,0.0,"Garramilla Blvd [NE], McMinn St [SE], Garramilla Blvd [SW], McMinn St [NW]",Darwin,-12.458133,130.8427,0,7351.0,2023,4.0
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-08-08,NT,12.6,-0.571428571,"McMillans Rd [NE], Stuart Hwy [SE], Stuart Hwy [NW]",Palmerston,-12.444442,130.952575,0,5500.0,2023,3.0
2023-08-08,NT,23.4,0.125,"Roystonea Ave [N], Lambrick Ave [E], Roystonea Ave [S], Lambrick Ave [W]",Palmerston,-12.502173,130.998955,0,5982.0,2023,4.0
2023-08-08,NT,33.6,0.068181818,"Lambrick Ave [E], Zuccoli Pde [S], Lambrick Ave [W], Farrar Blvd [N]",Palmerston,-12.501095,131.006133,0,6566.0,2023,4.0
2023-08-08,NT,10.8,0.416666667,"University Ave [E], Elrundie Ave [S], Kirkland Rd [W]",Palmerston,-12.481,130.97,0,7128.0,2023,3.0
2023-08-09,NT,9.8,0.2,"Temple Terrace [NE], Farrar Boulevard [SE], Temple Terrace [SW], Toupein Road [NW]",Palmerston,-12.476771,130.99263,2,6951.0,2023,4.0
2023-08-15,NT,6.2,0.142857143,"Roystonea Ave [SE], University Ave [SW], Roystonea Ave [NW]",Palmerston,-12.475906,130.985374,0,5501.0,2023,3.0
2023-08-15,NT,8.6,0.0,"Yarrawonga Rd [NE], Roystonea Ave [SE], Packard Ave [W], Roystonea Ave [NW]",Palmerston,-12.473,130.983,0,7127.0,2023,4.0
2023-08-15,NT,10.6,,"Temple Terrace [NE], Chung Wah Terrace [SE], Temple Terrace [SW], Chung Wah Terrace [NW]",Palmerston,-12.482352,130.985197,0,7851.0,2023,4.0
2023-08-22,NT,14.2,,"Lakeview Boulevard [N], Buscall Avenue [E], Maurice Terrace [S], Buscall Avenue [W]",Palmerston,-12.491071,130.997802,0,7852.0,2023,4.0
2023-07-25,NT,6.8,-0.409090909,"Temple Tce [NE], Roystonea Ave/Footpath [SE], Temple Tce/Footpath [SW], Roystonea Ave/Footpath [NW]",Palmerston,-12.479334,130.988479,0,6807.0,2023,4.0
2023-07-25,NT,12.4,-0.35483871,"Howard Springs Rd [NE], Howard Springs shared path [SE], Howard Springs Rd [SW], Howard Springs shared path [NW]",Palmerston,-12.493,131.019,5,7129.0,2023,4.0
2023-07-25,NT,4.8,,"The Boulevard [NE], The Boulevard [SW], Frances Drive [NW]",Palmerston,-12.479452,130.984531,0,7850.0,2023,3.0
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
2023-07-25,,0.0,,,,,,0,,2023,
