Leg1-2,Leg1-3,Leg1-4,Leg1-5,Leg2-1,Leg2-3,Leg2-4,Leg2-5,Leg3-1,Leg3-2,Leg3-4,Leg3-5,Leg4-1,Leg4-2,Leg4-3,Leg4-5,Leg5-1,Leg5-2,Leg5-3,Leg5-4,Legs,comparison,latitude,leg1_enter,leg1_exit,leg1_total,leg2_enter,leg2_exit,leg2_total,leg3_enter,leg3_exit,leg3_total,leg4_enter,leg4_exit,leg4_total,leg5_enter,leg5_exit,leg5_total,longitude,not known,site_id,year,Trips/hour
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
4,1,0,0,1,10,0,0,0,38,0,0,0,0,0,0,0,0,0,0,3,-0.422222222,-12.432258,5,1,6,11,42,53,38,11,49,0,0,0,0,0,0,130.837681,2,5474,2023,32.2
3,31,5,0,3,1,10,0,6,1,9,0,1,1,1,0,0,0,0,0,4,-0.290322581,-12.438015,39,10,49,14,5,19,16,33,49,3,24,27,0,0,0,130.837831,5,5473,2023,39.8
0,0,10,0,1,19,1,1,1,5,2,1,10,7,0,0,0,1,1,0,5,-0.181818182,-12.444327,10,12,22,22,13,35,9,20,29,17,13,30,2,2,4,130.834038,3,5472,2023,32.4
4,7,0,0,8,2,10,0,9,2,5,0,3,8,4,0,0,0,0,0,4,-0.19047619,-12.452352,11,20,31,20,14,34,16,13,29,15,15,30,0,0,0,130.830522,2,5471,2023,32.0
7,9,0,0,16,16,0,0,54,6,0,0,0,0,0,0,0,0,0,0,3,-0.50462963,-12.376238,16,70,86,32,13,45,60,25,85,0,0,0,0,0,0,130.860332,0,5483,2023,64.4
4,2,0,0,10,15,0,0,7,5,0,0,0,0,0,0,0,0,0,0,3,-0.142857143,-12.384294,6,17,23,25,9,34,12,17,29,0,0,0,0,0,0,130.855426,1,5482,2023,22.0
2,0,3,0,3,6,1,0,3,0,1,0,0,1,1,0,0,0,0,0,4,-0.487179487,-12.380754,5,6,11,10,3,13,4,7,11,2,5,7,0,0,0,130.85885,0,5481,2023,10.2
2,7,7,0,4,3,2,0,23,4,0,0,7,1,0,0,0,0,0,0,4,-0.524590164,-12.376827,16,34,50,9,7,16,27,10,37,8,9,17,0,0,0,130.849571,3,5480,2023,35.2
4,4,0,0,5,10,0,0,3,15,0,0,0,0,0,0,0,0,0,0,3,-0.595959596,-12.387972,8,8,16,15,19,34,18,14,32,0,0,0,0,0,0,130.852268,0,5478,2023,24.8
0,38,0,0,0,1,0,0,17,1,0,0,0,0,0,0,0,0,0,0,3,-0.5,-12.410053,38,17,55,1,1,2,18,39,57,0,0,0,0,0,0,130.8505,3,5477,2023,35.2
7,36,0,0,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,3,-0.443396226,-12.42052,43,18,61,2,7,9,16,36,52,0,0,0,0,0,0,130.847323,0,5476,2023,36.0
7,34,0,0,1,3,0,0,12,3,0,0,0,0,0,0,0,0,0,0,3,-0.57037037,-12.424494,41,13,54,4,10,14,15,37,52,0,0,0,0,0,0,130.838362,0,5475,2023,36.0
8,6,5,0,5,4,9,0,1,2,12,0,1,1,2,0,0,0,0,0,4,0.068181818,-12.501095,19,7,26,18,11,29,15,12,27,4,26,30,0,0,0,131.006133,0,6566,2023,33.6
4,0,0,0,4,4,0,0,2,6,0,0,0,0,0,0,0,0,0,0,3,0.416666667,-12.481,4,6,10,8,10,18,8,4,12,0,0,0,0,0,0,130.97,0,7128,2023,10.8
0,1,0,0,7,4,2,0,1,2,2,0,0,1,0,0,0,0,0,0,4,0.2,-12.476771,1,8,9,13,3,16,5,5,10,1,4,5,0,0,0,130.99263,2,6951,2023,9.8
1,3,0,0,0,3,0,0,2,7,0,0,0,0,0,0,0,0,0,0,3,0.142857143,-12.475906,4,2,6,3,8,11,9,6,15,0,0,0,0,0,0,130.985374,0,5501,2023,6.2
0,8,19,0,1,0,2,0,9,0,0,0,14,6,1,0,0,0,0,0,4,-0.304878049,-12.385471,27,24,51,3,6,9,9,9,18,21,21,42,0,0,0,130.864514,0,5518,2023,30.6
0,10,2,0,6,6,0,0,7,5,1,0,0,0,2,0,0,0,0,0,4,-0.125,-12.375801,12,13,25,12,5,17,13,18,31,2,3,5,0,0,0,130.88271,0,5519,2023,17.8
0,1,1,0,2,4,7,0,6,4,4,0,1,2,2,0,0,0,0,0,4,-0.384615385,-12.377512,2,9,11,13,6,19,14,7,21,5,12,17,0,0,0,130.890756,4,5520,2023,20.0
0,5,0,0,1,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0.045454545,-12.390698,5,16,21,3,0,3,15,7,22,0,0,0,0,0,0,130.911463,0,5521,2023,13.2
2,0,0,0,6,5,10,0,0,3,5,0,0,12,0,0,0,0,0,0,4,0.0,-12.410151,2,6,8,21,17,38,8,5,13,12,15,27,0,0,0,130.922994,0,5523,2023,16.8
1,20,3,0,1,0,0,0,11,2,1,0,4,4,0,0,0,0,0,0,4,-0.285714286,-12.395447,24,16,40,1,7,8,14,20,34,8,4,12,0,0,0,130.871723,0,5524,2023,21.0
2,5,2,0,0,2,19,0,0,0,0,0,1,13,0,0,0,0,0,0,4,-0.367647059,-12.395413,9,1,10,21,15,36,0,7,7,14,21,35,0,0,0,130.878263,9,5525,2023,19.2
1,3,4,0,1,1,18,0,2,1,0,0,1,15,1,0,0,0,0,0,4,-0.041666667,-12.39541,8,4,12,20,17,37,3,5,8,17,22,39,0,0,0,130.882965,0,5526,2023,21.4
1,0,8,0,1,1,8,0,0,0,2,0,1,8,0,0,0,0,0,0,4,-0.347826087,-12.427641,9,2,11,10,9,19,2,1,3,9,18,27,0,0,0,130.907681,2,5527,2023,17.2
1,5,1,0,2,3,14,0,0,0,1,0,1,5,2,0,0,0,0,0,4,-0.42,-12.433465,7,3,10,19,6,25,1,10,11,8,16,24,0,0,0,130.923379,7,5528,2023,19.6
46,15,0,0,5,13,0,0,10,15,0,0,0,0,0,0,0,0,0,0,3,-0.315068493,-12.424536,61,15,76,18,61,79,25,28,53,0,0,0,0,0,0,130.835473,0,5585,2023,54.0
4,11,0,0,3,1,0,0,49,27,0,0,0,0,0,0,0,0,0,0,3,-0.360544218,-12.371739,15,52,67,4,31,35,76,12,88,0,0,0,0,0,0,130.863139,3,5981,2023,54.2
2,2,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0.125,-12.391632,4,6,10,0,2,2,6,2,8,0,0,0,0,0,0,130.877968,0,6188,2023,6.4
13,12,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.326923077,-12.366516,25,1,26,11,13,24,0,22,22,0,0,0,0,0,0,130.892152,0,6808,2023,17.4
15,7,0,0,11,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,0.379310345,-12.377574,22,14,36,15,18,33,6,11,17,0,0,0,0,0,0,130.88217,0,6830,2023,19.4
0,10,31,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,3,5,-0.093023256,-12.45294,41,1,42,4,0,4,0,10,10,0,37,37,4,1,5,130.847549,0,6949,2023,26.0
7,10,0,0,9,16,0,0,20,16,0,0,0,0,0,0,0,0,0,0,3,0.350877193,-12.365103,17,29,46,25,23,48,36,26,62,0,0,0,0,0,0,130.87249,11,5484,2023,39.0
0,9,16,0,0,1,2,0,5,0,18,0,4,0,2,0,0,0,0,0,4,-0.232876712,-12.359174,25,9,34,3,0,3,23,12,35,6,36,42,0,0,0,130.882951,7,5485,2023,30.8
4,12,0,0,25,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,-0.070175439,-12.365755,16,33,49,32,4,36,8,19,27,0,0,0,0,0,0,130.885704,0,5486,2023,26.6
6,2,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,-0.3125,-12.382667,8,6,14,4,6,10,2,2,4,0,0,0,0,0,0,130.876676,0,5487,2023,6.8
1,5,7,0,4,3,13,0,5,0,5,0,0,4,1,0,0,0,0,0,4,0.146341463,-12.386554,13,9,22,20,5,25,10,9,19,5,25,30,0,0,0,130.886736,0,5488,2023,24.2
0,0,22,2,2,2,16,0,3,2,2,1,5,5,1,4,1,0,2,3,5,-0.355263158,-12.454653,24,11,35,20,7,27,8,5,13,15,43,58,6,7,13,130.839183,0,5507,2023,38.2
6,32,0,0,11,3,0,0,14,2,0,0,0,0,0,0,0,0,0,0,3,-0.47,-12.445064,38,25,63,14,8,22,16,35,51,0,0,0,0,0,0,130.84106,4,5508,2023,36.6
0,6,2,0,0,1,11,0,2,2,2,0,0,1,3,0,0,0,0,0,4,0.0,-12.43842,8,2,10,12,3,15,6,10,16,4,15,19,0,0,0,130.850134,0,5509,2023,16.2
28,3,0,0,12,1,7,0,1,1,0,0,3,9,1,0,0,0,0,0,4,-0.305882353,-12.435826,31,16,47,20,38,58,2,5,7,13,7,20,0,0,0,130.843351,0,5510,2023,36.4
33,4,0,0,19,5,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0.192307692,-12.432985,37,19,56,24,40,64,7,9,16,0,0,0,0,0,0,130.849083,1,5511,2023,34.0
4,10,2,0,2,0,0,0,11,1,6,0,4,1,10,0,0,0,0,0,4,-0.347826087,-12.429357,16,17,33,2,6,8,18,20,38,15,8,23,0,0,0,130.856979,1,5512,2023,24.6
20,0,0,0,19,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,3,-0.2,-12.410494,20,21,41,19,21,40,3,0,3,0,0,0,0,0,0,130.856116,1,5513,2023,19.8
12,0,0,0,0,1,14,0,0,1,7,0,1,10,4,0,0,0,0,0,4,0.323529412,-12.402638,12,1,13,15,23,38,8,5,13,15,21,36,0,0,0,130.856105,8,5514,2023,22.4
1,3,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,-0.766666667,-12.395324,4,1,5,2,1,3,1,4,5,0,1,1,0,0,0,130.856016,0,5515,2023,3.6
2,7,0,0,3,2,0,0,7,2,0,0,0,0,0,0,0,0,0,0,3,-0.08,-12.387763,9,10,19,5,4,9,9,9,18,0,0,0,0,0,0,130.858441,1,5516,2023,12.8
8,4,0,0,10,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,-0.404761905,-12.39561,12,13,25,11,9,20,4,5,9,0,0,0,0,0,0,130.862539,0,5517,2023,14.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,2,0,0,5,4,7,0,3,6,1,0,1,11,0,0,0,0,0,0,4,0.125,-12.502173,2,9,11,16,17,33,10,6,16,12,8,20,0,0,0,130.998955,0,5982,2023,23.4
4,0,0,0,4,7,0,0,6,4,0,0,0,0,0,0,0,0,0,0,3,-0.571428571,-12.444442,4,10,14,11,8,19,10,7,17,0,0,0,0,0,0,130.952575,0,5500,2023,12.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
7,27,2,0,2,0,6,0,4,1,0,0,2,10,3,0,0,0,0,0,4,0.0,-12.458133,36,8,44,8,18,26,5,30,35,15,8,23,0,0,0,130.8427,0,7351,2023,36.2
0,4,13,0,4,0,10,0,4,1,1,0,14,4,0,0,0,0,0,0,4,-0.428571429,-12.382654,17,22,39,14,5,19,6,4,10,18,24,42,0,0,0,130.853932,1,7249,2023,26.4
3,0,0,0,3,0,2,0,0,0,0,0,1,4,0,0,0,0,0,0,4,0.083333333,-12.45,3,4,7,5,7,12,0,0,0,5,2,7,0,0,0,130.9235,0,7130,2023,6.6
2,15,0,0,6,8,0,0,8,1,0,0,0,0,0,0,0,0,0,0,3,0.0,-12.374524,17,14,31,14,3,17,9,23,32,0,0,0,0,0,0,130.87454,2,7123,2023,17.8
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
2,3,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0.0,-12.479452,5,2,7,2,3,5,1,3,4,0,0,0,0,0,0,130.984531,0,7850,2023,4.8
0,0,1,0,0,2,7,0,0,8,2,0,0,3,0,0,0,0,0,0,4,-0.35483871,-12.493,1,0,1,9,11,20,10,2,12,3,10,13,0,0,0,131.019,5,7129,2023,12.4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,2,0,1,0,4,0,2,0,2,0,0,2,0,0,0,0,0,0,4,-0.409090909,-12.479334,2,3,5,5,2,7,4,0,4,2,8,10,0,0,0,130.988479,0,6807,2023,6.8
5,4,2,0,0,0,1,0,1,1,0,0,5,4,1,0,0,0,0,0,4,0.0,-12.491071,11,6,17,1,10,11,2,5,7,10,3,13,0,0,0,130.997802,0,7852,2023,14.2
2,1,1,0,4,1,0,0,5,2,4,0,0,0,0,0,0,0,0,0,4,0.0,-12.482352,4,9,13,5,4,9,11,2,13,0,5,5,0,0,0,130.985197,0,7851,2023,10.6
5,1,0,0,3,2,1,0,6,0,0,0,2,0,0,0,0,0,0,0,4,0.0,-12.473,6,11,17,6,5,11,6,3,9,2,1,3,0,0,0,130.983,0,7127,2023,8.6
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,2023,0.0
17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0,-12.442882,17,0,17,1,17,18,0,1,1,0,0,0,0,0,0,130.766309,0,8569,2025,4.0
21,10,2,0,19,1,2,0,2,1,1,0,0,9,11,0,0,0,0,0,4,0.0,-12.437701,33,21,54,22,31,53,4,22,26,20,5,25,0,0,0,130.841304,2,8568,2025,32.5
6,30,1,0,0,1,1,0,4,1,0,0,0,0,2,0,0,0,0,0,4,-11.0,-12.458133,37,4,41,2,7,9,5,33,38,2,2,4,0,0,0,130.8427,0,7351,2025,19.5
0,1,51,0,0,0,0,0,1,0,2,0,4,1,0,0,3,0,2,2,5,21.0,-12.45294,52,8,60,0,1,1,3,3,6,5,55,60,7,0,7,130.847549,1,6949,2025,27.5
1,0,3,0,0,0,5,0,0,0,0,0,2,11,2,0,0,0,0,0,4,-6.0,-12.427641,4,2,6,5,12,17,0,2,2,15,8,23,0,0,0,130.907681,1,5527,2025,10.5
3,5,2,0,5,2,12,0,2,0,2,0,1,7,1,0,0,0,0,0,4,13.0,-12.433465,10,8,18,19,10,29,4,8,12,9,16,25,0,0,0,130.923379,0,5528,2025,16.5
1,45,0,0,0,15,0,0,51,19,0,0,0,0,0,0,0,0,0,0,3,34.0,-12.371739,46,51,97,15,20,35,70,60,130,0,0,0,0,0,0,130.863139,1,5981,2025,57.0
9,3,0,0,11,8,0,0,2,4,0,0,0,0,0,0,0,0,0,0,3,-6.0,-12.377574,12,13,25,19,13,32,6,11,17,0,0,0,0,0,0,130.88217,0,6830,2025,15.5
0,4,0,0,0,3,1,0,1,5,0,0,1,4,0,0,0,0,0,0,4,-3.0,-12.473,4,2,6,4,9,13,6,7,13,5,1,6,0,0,0,130.983,1,7127,2025,8.0
2,7,1,0,2,0,18,0,4,3,25,0,3,2,0,0,0,0,0,0,4,8.0,-12.501095,10,9,19,20,7,27,32,7,39,5,44,49,0,0,0,131.006133,0,6566,2025,32.5
0,1,19,0,2,0,14,0,1,2,3,0,1,2,0,0,0,0,0,0,4,1.0,-12.502173,20,4,24,16,4,20,6,1,7,3,36,39,0,0,0,130.998955,0,5982,2025,21.5
0,16,0,0,2,6,0,0,9,9,0,0,0,0,0,0,0,0,0,0,3,0.0,-12.384022,16,11,27,8,9,17,18,22,40,0,0,0,0,0,0,130.868683,2,8574,2025,17.5
16,4,0,0,5,14,0,0,5,7,0,0,0,0,0,0,0,0,0,0,3,0.0,-12.388682,20,10,30,19,23,42,12,18,30,0,0,0,0,0,0,130.856523,0,8573,2025,17.0
3,6,0,0,1,2,0,0,13,14,0,0,0,0,0,0,0,0,0,0,3,0.0,-12.406401,9,14,23,3,17,20,27,8,35,0,0,0,0,0,0,130.916312,0,8572,2025,14.0
0,0,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0,3,0.0,-12.432987,0,2,2,3,3,6,5,3,8,0,0,0,0,0,0,130.860141,0,8571,2025,3.5
14,0,0,0,5,0,5,0,0,4,1,0,0,16,4,0,0,0,0,0,4,0.0,-12.441461,14,5,19,10,34,44,5,4,9,20,6,26,0,0,0,130.848561,0,8570,2025,22.0
3,3,0,0,6,12,0,0,1,9,0,0,0,0,0,0,0,0,0,0,3,10.0,-12.444442,6,7,13,18,12,30,10,15,25,0,0,0,0,0,0,130.952575,0,5500,2025,14.0
5,1,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,-12.494372,6,6,12,6,5,11,1,2,3,0,0,0,0,0,0,130.968777,0,8578,2025,6.5
1,4,1,0,1,1,3,0,2,0,0,0,0,0,1,0,0,0,0,0,4,-8.0,-12.476771,6,3,9,5,1,6,2,6,8,1,4,5,0,0,0,130.99263,0,6951,2025,5.5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0,-12.470832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.989802,0,8576,2025,0.0
14,0,0,0,0,3,3,0,0,2,1,0,0,2,1,0,0,0,0,0,4,-21.0,-12.402638,14,0,14,6,18,24,3,4,7,3,4,7,0,0,0,130.856105,0,5514,2025,5.5
0,9,4,0,0,1,2,0,12,0,0,0,2,1,2,0,0,0,0,0,4,25.0,-12.395324,13,14,27,3,1,4,12,12,24,5,6,11,0,0,0,130.856016,1,5515,2025,9.0
2,14,0,0,4,1,0,0,6,3,0,0,0,0,0,0,0,0,0,0,3,5.0,-12.387763,16,10,26,5,5,10,9,15,24,0,0,0,0,0,0,130.858441,1,5516,2025,10.0
31,3,1,0,5,0,1,0,3,0,0,0,4,2,0,0,0,0,0,0,4,20.0,-12.39561,35,12,47,6,33,39,3,3,6,6,2,8,0,0,0,130.862539,1,5517,2025,13.0
5,12,21,0,9,0,8,0,4,1,0,0,11,6,0,0,0,0,0,0,4,17.0,-12.385471,38,24,62,17,12,29,5,12,17,17,29,46,0,0,0,130.864514,0,5518,2025,31.0
1,7,0,0,0,4,2,0,13,0,0,0,0,0,0,0,0,0,0,0,4,-9.0,-12.375801,8,13,21,6,1,7,13,11,24,0,2,2,0,0,0,130.88271,0,5519,2025,12.0
7,2,1,0,4,6,0,0,5,2,2,0,1,6,1,0,0,0,0,0,4,1.0,-12.377512,10,10,20,10,15,25,9,9,18,8,3,11,0,0,0,130.890756,0,5520,2025,15.0
1,6,0,0,1,0,0,0,12,4,0,0,0,0,0,0,0,0,0,0,3,1.0,-12.390698,7,13,20,1,5,6,16,6,22,0,0,0,0,0,0,130.911463,0,5521,2025,9.0
5,1,0,0,11,4,3,0,4,3,1,0,0,1,0,0,0,0,0,0,4,-6.0,-12.410151,6,15,21,18,9,27,8,5,13,1,4,5,0,0,0,130.922994,0,5523,2025,8.5
1,29,5,0,0,0,0,0,9,3,0,0,4,6,0,0,0,0,0,0,4,11.0,-12.395447,35,13,48,0,10,10,12,29,41,10,5,15,0,0,0,130.871723,0,5524,2025,15.0
2,4,2,0,1,2,28,0,0,0,1,0,0,8,0,0,0,0,0,0,4,2.0,-12.395413,8,1,9,31,10,41,1,6,7,8,31,39,0,0,0,130.878263,2,5525,2025,12.0
3,3,2,0,1,0,24,0,1,0,0,0,4,9,0,0,0,0,0,0,4,0.0,-12.39541,8,6,14,25,12,37,1,3,4,13,26,39,0,0,0,130.882965,1,5526,2025,9.0
4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,-7.0,-12.481,4,4,8,0,4,4,4,0,4,0,0,0,0,0,0,130.97,0,7128,2025,5.5
0,13,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0.0,-12.516732,13,15,28,0,0,0,15,13,28,0,0,0,0,0,0,131.041846,0,8580,2025,13.0
0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0.0,-12.516414,2,1,3,0,0,0,1,2,3,0,0,0,0,0,0,130.975273,0,8579,2025,1.5
0,0,0,0,0,1,13,0,4,13,4,0,1,14,6,0,0,0,0,0,4,18.0,-12.493,0,5,5,14,27,41,21,7,28,21,17,38,0,0,0,131.019,0,7129,2025,26.5
33,2,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,13.0,-12.410494,35,19,54,18,33,51,1,2,3,0,0,0,0,0,0,130.856116,3,5513,2025,8.5
2,6,1,0,1,0,1,0,11,5,4,0,5,4,15,0,0,0,0,0,4,6.0,-12.429357,9,17,26,2,11,13,20,21,41,24,6,30,0,0,0,130.856979,2,5512,2025,20.0
33,0,0,0,14,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,3,-15.0,-12.432985,33,16,49,14,37,51,6,0,6,0,0,0,0,0,0,130.849083,0,5511,2025,18.0
